timestamp,frame_index,capture_ms,engagement_detection_ms,object_detection_ms,memory_write_ms,smoothing_ms,state_machine_ms,command_build_ms,godot_udp_send_ms,total_loop_ms,fps,state,state_elapsed_s,raw_engagement_status,raw_engagement_confidence,raw_engagement_reason,smoothed_engagement_status,smoothed_engagement_confidence,smoothed_engagement_reason,face_bbox,face_area_ratio,raw_face_count,candidate_count,selected_face_score,object_count,memory_write_count,memory_duplicate_skip_count,consecutive_engaged,consecutive_disengaged,consecutive_absent
2026-06-18T11:32:49.501,0,1000.196,214.113,265.05,0.006,0.207,0.04,0.039,1.22,1480.858,0.68,idle,40.407,absent,0.0,no_face_detected,absent,0.0,no_face_detected,,0.0,0,0,0.0,0,0,0,0,0,1
2026-06-18T11:32:50.899,1,1000.622,75.984,,,0.128,0.032,0.058,0.256,1076.87,0.7,idle,41.813,absent,0.0,no_face_detected,absent,0.0,no_face_detected,,0.0,0,0,0.0,0,0,0,0,0,2
2026-06-18T11:32:52.100,2,1000.17,63.893,108.82,0.007,0.107,0.032,0.041,0.295,1175.551,0.72,idle,43.016,absent,0.0,no_face_detected,absent,0.0,no_face_detected,,0.0,0,0,0.0,0,0,0,0,0,3
2026-06-18T11:32:53.200,3,1000.868,75.621,,,0.386,0.05,0.086,0.278,1077.073,0.74,idle,44.11,absent,0.0,no_face_detected,absent,0.0,no_face_detected,,0.0,0,0,0.0,0,0,0,0,0,4
2026-06-18T11:32:54.480,4,1001.145,89.56,163.224,0.008,0.175,0.04,0.056,0.32,1258.002,0.74,idle,45.391,absent,0.0,no_face_detected,absent,0.0,no_face_detected,,0.0,0,0,0.0,0,0,0,0,0,5
2026-06-18T11:32:55.643,5,1000.413,127.491,,,0.246,0.056,0.11,0.604,1128.389,0.76,idle,46.547,absent,0.0,no_face_detected,absent,0.0,no_face_detected,,0.0,0,0,0.0,0,0,0,0,0,6
2026-06-18T11:32:56.873,6,1000.598,71.848,123.399,0.006,0.133,0.035,0.043,0.243,1197.594,0.76,idle,47.782,absent,0.0,no_face_detected,absent,0.0,no_face_detected,,0.0,0,0,0.0,0,0,0,0,0,7
2026-06-18T11:32:57.971,7,1001.609,71.226,,,0.183,0.045,0.075,0.251,1073.186,0.78,idle,48.891,absent,0.0,no_face_detected,absent,0.0,no_face_detected,,0.0,0,0,0.0,0,0,0,0,0,8
2026-06-18T11:32:59.187,8,1000.766,63.867,126.104,0.006,0.12,0.031,0.086,0.268,1192.827,0.79,idle,50.094,absent,0.0,no_face_detected,absent,0.0,no_face_detected,,0.0,0,0,0.0,0,0,0,0,0,9
2026-06-18T11:33:00.295,9,1000.428,82.112,,,0.137,0.031,0.057,0.208,1082.82,0.8,idle,51.204,absent,0.0,no_face_detected,absent,0.0,no_face_detected,,0.0,0,0,0.0,0,0,0,0,0,10
2026-06-18T11:33:01.480,10,999.979,63.319,100.899,0.004,0.143,0.056,0.078,0.219,1166.272,0.81,idle,52.391,absent,0.0,no_face_detected,absent,0.0,no_face_detected,,0.0,0,0,0.0,0,0,0,0,0,11
2026-06-18T11:33:02.564,11,1000.067,65.296,,,0.119,0.027,0.052,0.17,1065.602,0.82,idle,53.485,absent,0.0,no_face_detected,absent,0.0,no_face_detected,,0.0,0,0,0.0,0,0,0,0,0,12
2026-06-18T11:33:03.751,12,1000.429,60.311,106.077,0.006,0.131,0.034,0.051,0.189,1168.697,0.82,idle,54.672,absent,0.0,no_face_detected,absent,0.0,no_face_detected,,0.0,0,0,0.0,0,0,0,0,0,13
2026-06-18T11:33:04.913,13,1000.728,137.715,,,0.231,0.051,0.101,0.462,1138.89,0.83,idle,55.829,absent,0.0,no_face_detected,absent,0.0,no_face_detected,,0.0,0,0,0.0,0,0,0,0,0,14
2026-06-18T11:33:06.262,14,1000.36,88.875,160.617,0.008,0.211,0.059,0.072,0.372,1252.76,0.83,idle,57.172,absent,0.0,no_face_detected,absent,0.0,no_face_detected,,0.0,0,0,0.0,0,0,0,0,0,15
2026-06-18T11:33:07.358,15,1000.114,56.914,,,0.134,0.029,0.06,0.2,1057.31,0.84,idle,58.266,absent,0.0,no_face_detected,absent,0.0,no_face_detected,,0.0,0,0,0.0,0,0,0,0,0,16
2026-06-18T11:33:08.499,16,999.915,41.388,80.268,0.005,0.144,0.03,0.041,0.272,1123.039,0.84,idle,59.422,absent,0.0,no_face_detected,absent,0.0,no_face_detected,,0.0,0,0,0.0,0,0,0,0,0,17
2026-06-18T11:33:09.580,17,1000.504,61.826,,,0.172,0.04,0.08,0.242,1062.669,0.85,idle,60.5,absent,0.0,no_face_detected,absent,0.0,no_face_detected,,0.0,0,0,0.0,0,0,0,0,0,18
2026-06-18T11:33:10.785,18,1000.326,63.189,120.264,0.007,0.143,0.046,0.056,0.379,1185.994,0.85,idle,61.704,absent,0.0,no_face_detected,absent,0.0,no_face_detected,,0.0,0,0,0.0,0,0,0,0,0,19
2026-06-18T11:33:12.281,19,1001.112,376.148,,,0.24,0.08,0.073,0.377,1377.753,0.84,idle,63.188,absent,0.0,no_face_detected,absent,0.0,no_face_detected,,0.0,0,0,0.0,0,0,0,0,0,20
