timestamp,frame_index,capture_ms,engagement_detection_ms,object_detection_ms,memory_write_ms,smoothing_ms,state_machine_ms,command_build_ms,godot_udp_send_ms,total_loop_ms,fps,state,state_elapsed_s,raw_engagement_status,raw_engagement_confidence,raw_engagement_reason,smoothed_engagement_status,smoothed_engagement_confidence,smoothed_engagement_reason,face_bbox,face_area_ratio,raw_face_count,candidate_count,selected_face_score,object_count,memory_write_count,memory_duplicate_skip_count,consecutive_engaged,consecutive_disengaged,consecutive_absent
2026-06-18T11:58:57.279,19,1.695,140.529,,,0.109,0.027,0.042,,142.745,6.07,engaged,2.687,engaged,0.847,face_centered,engaged,0.849,face_centered,"(582, 325, 194, 194)",0.0408,1,1,0.724,0,0,0,20,0,0
2026-06-18T11:58:57.453,20,1.543,170.389,,,0.118,0.028,0.051,,172.43,6.04,engaged,2.859,engaged,0.843,face_centered,engaged,0.86,face_centered,"(589, 327, 191, 191)",0.0396,4,2,0.759,0,0,0,21,0,0
2026-06-18T11:58:57.612,21,1.766,155.035,,,0.114,0.03,0.045,,157.268,6.07,engaged,3.031,engaged,0.835,face_centered,engaged,0.862,face_centered,"(594, 331, 194, 194)",0.0408,1,1,0.75,0,0,0,22,0,0
2026-06-18T11:58:57.756,22,1.607,136.481,,,0.106,0.024,0.046,,138.552,6.19,engaged,3.172,engaged,0.835,face_centered,engaged,0.858,face_centered,"(595, 332, 196, 196)",0.0417,1,1,0.772,0,0,0,23,0,0
2026-06-18T11:58:57.895,23,1.682,135.542,,,0.104,0.023,0.038,,137.71,6.3,engaged,3.312,engaged,0.827,face_centered,engaged,0.849,face_centered,"(599, 338, 190, 190)",0.0392,1,1,0.755,0,0,0,24,0,0
2026-06-18T11:58:58.028,24,1.637,129.605,,,0.101,0.028,0.042,,131.723,6.43,engaged,3.437,engaged,0.825,face_centered,engaged,0.84,face_centered,"(601, 339, 185, 185)",0.0371,2,2,0.752,0,0,0,25,0,0
2026-06-18T11:58:58.152,25,1.508,119.724,,,0.082,0.018,0.033,,121.685,6.6,engaged,3.562,engaged,0.832,face_centered,engaged,0.835,face_centered,"(597, 334, 187, 187)",0.0379,3,1,0.75,0,0,0,26,0,0
2026-06-18T11:58:58.280,26,1.599,125.582,,,0.115,0.027,0.055,,127.707,6.73,engaged,3.687,engaged,0.83,face_centered,engaged,0.832,face_centered,"(599, 335, 179, 179)",0.0348,1,1,0.737,0,0,0,27,0,0
2026-06-18T11:58:58.441,27,1.567,156.652,,,0.078,0.016,0.032,,158.643,6.69,engaged,3.859,engaged,0.832,face_centered,engaged,0.831,face_centered,"(600, 335, 173, 173)",0.0325,1,1,0.73,0,0,0,28,0,0
2026-06-18T11:58:58.573,28,1.51,129.187,,,0.075,0.015,0.029,,131.092,6.78,engaged,3.984,engaged,0.838,face_centered,engaged,0.831,face_centered,"(595, 330, 179, 179)",0.0348,3,1,0.744,0,0,0,29,0,0
2026-06-18T11:58:58.696,29,1.615,118.998,,,0.087,0.025,0.047,,121.134,6.93,engaged,4.109,engaged,0.842,face_centered,engaged,0.832,face_centered,"(594, 328, 181, 181)",0.0355,1,1,0.759,0,0,0,30,0,0
2026-06-18T11:58:58.811,30,1.507,108.771,,,0.102,0.023,0.041,,110.728,7.14,engaged,4.219,engaged,0.84,face_centered,engaged,0.834,face_centered,"(594, 330, 179, 179)",0.0348,2,1,0.754,0,0,0,31,0,0
2026-06-18T11:58:58.930,31,1.409,115.843,,,0.1,0.027,0.044,,117.647,7.27,engaged,4.344,engaged,0.841,face_centered,engaged,0.836,face_centered,"(594, 330, 180, 180)",0.0352,3,1,0.759,0,0,0,32,0,0
2026-06-18T11:58:59.060,32,1.696,125.888,,,0.101,0.022,0.044,,128.046,7.33,engaged,4.469,engaged,0.837,face_centered,engaged,0.837,face_centered,"(594, 333, 178, 178)",0.0344,2,1,0.748,0,0,0,33,0,0
2026-06-18T11:58:59.191,33,1.542,127.437,,,0.093,0.022,0.039,,129.432,7.37,engaged,4.609,engaged,0.838,face_centered,engaged,0.838,face_centered,"(592, 333, 180, 180)",0.0352,1,1,0.754,0,0,0,34,0,0
2026-06-18T11:58:59.330,34,1.794,134.989,,,0.111,0.026,0.05,,137.342,7.36,engaged,4.75,engaged,0.834,face_centered,engaged,0.839,face_centered,"(595, 335, 179, 179)",0.0348,1,1,0.746,0,0,0,35,0,0
2026-06-18T11:58:59.461,35,1.539,127.147,,,0.11,0.022,0.038,,129.182,7.4,engaged,4.875,engaged,0.834,face_centered,engaged,0.838,face_centered,"(595, 337, 178, 178)",0.0344,3,1,0.749,0,0,0,36,0,0
2026-06-18T11:58:59.611,36,2.029,144.772,,,0.1,0.023,0.038,,147.283,7.34,engaged,5.016,engaged,0.834,face_centered,engaged,0.837,face_centered,"(595, 336, 179, 179)",0.0348,1,1,0.754,0,0,0,37,0,0
2026-06-18T11:58:59.781,37,1.555,166.806,,,0.102,0.026,0.041,,168.813,7.19,engaged,5.187,engaged,0.832,face_centered,engaged,0.836,face_centered,"(596, 337, 179, 179)",0.0348,2,1,0.751,0,0,0,38,0,0
2026-06-18T11:58:59.933,38,1.555,145.744,,,0.117,0.023,0.063,,147.783,7.15,engaged,5.344,engaged,0.831,face_centered,engaged,0.834,face_centered,"(598, 337, 178, 178)",0.0344,1,1,0.748,0,0,0,39,0,0
2026-06-18T11:59:00.090,39,1.518,153.592,,,0.102,0.025,0.041,,155.568,7.08,engaged,5.5,engaged,0.831,face_centered,engaged,0.833,face_centered,"(597, 338, 177, 177)",0.034,2,2,0.747,0,0,0,40,0,0
2026-06-18T11:59:00.243,40,1.589,149.657,,,0.082,0.018,0.038,,151.652,7.03,engaged,5.656,engaged,0.833,face_centered,engaged,0.833,face_centered,"(596, 337, 177, 177)",0.034,3,1,0.749,0,0,0,41,0,0
2026-06-18T11:59:00.429,41,1.511,181.455,,,0.112,0.028,0.045,,183.449,6.87,engaged,5.844,engaged,0.832,face_centered,engaged,0.832,face_centered,"(596, 338, 177, 177)",0.034,2,1,0.75,0,0,0,42,0,0
2026-06-18T11:59:00.582,42,1.585,150.041,,,0.114,0.027,0.047,,152.094,6.84,engaged,6.0,engaged,0.832,face_centered,engaged,0.832,face_centered,"(596, 339, 176, 176)",0.0336,1,1,0.748,0,0,0,43,0,0
2026-06-18T11:59:00.722,43,1.598,135.99,,,0.073,0.019,0.035,,138.008,6.88,engaged,6.141,engaged,0.835,face_centered,engaged,0.832,face_centered,"(593, 337, 179, 179)",0.0348,1,1,0.749,0,0,0,44,0,0
2026-06-18T11:59:00.845,44,1.28,119.871,,,0.075,0.016,0.036,,121.489,7.02,engaged,6.25,engaged,0.835,face_centered,engaged,0.833,face_centered,"(592, 337, 181, 181)",0.0355,2,1,0.755,0,0,0,45,0,0
2026-06-18T11:59:00.980,45,1.69,129.423,,,0.118,0.03,0.044,,131.611,7.08,engaged,6.391,engaged,0.836,face_centered,engaged,0.834,face_centered,"(592, 337, 181, 181)",0.0355,1,1,0.76,0,0,0,46,0,0
2026-06-18T11:59:01.121,46,1.548,136.821,,,0.128,0.026,0.043,,138.91,7.09,engaged,6.531,engaged,0.833,face_centered,engaged,0.834,face_centered,"(595, 338, 177, 177)",0.034,2,1,0.745,0,0,0,47,0,0
2026-06-18T11:59:01.250,47,1.6,124.275,,,0.08,0.017,0.034,,126.321,7.17,engaged,6.656,engaged,0.833,face_centered,engaged,0.834,face_centered,"(595, 338, 178, 178)",0.0344,3,1,0.752,0,0,0,48,0,0
2026-06-18T11:59:01.378,48,1.425,124.922,,,0.1,0.018,0.036,,126.714,7.24,engaged,6.797,engaged,0.831,face_centered,engaged,0.834,face_centered,"(595, 339, 179, 179)",0.0348,2,1,0.749,0,0,0,49,0,0
2026-06-18T11:59:01.501,49,1.523,119.349,,,0.075,0.014,0.028,,121.232,7.34,engaged,6.906,engaged,0.832,face_centered,engaged,0.834,face_centered,"(595, 339, 179, 179)",0.0348,2,1,0.756,0,0,0,50,0,0
2026-06-18T11:59:01.656,50,1.312,153.009,,,0.11,0.025,0.043,,154.697,7.26,engaged,7.062,engaged,0.832,face_centered,engaged,0.833,face_centered,"(594, 339, 181, 181)",0.0355,1,1,0.753,0,0,0,51,0,0
2026-06-18T11:59:01.797,51,1.411,136.356,,,0.117,0.028,0.048,,138.174,7.25,engaged,7.203,engaged,0.834,face_centered,engaged,0.833,face_centered,"(593, 338, 182, 182)",0.0359,3,1,0.758,0,0,0,52,0,0
2026-06-18T11:59:01.929,52,1.462,128.881,,,0.075,0.015,0.029,,130.663,7.29,engaged,7.344,engaged,0.833,face_centered,engaged,0.833,face_centered,"(592, 339, 183, 183)",0.0363,2,1,0.756,0,0,0,53,0,0
2026-06-18T11:59:02.063,53,1.329,128.526,,,0.095,0.018,0.033,,130.222,7.33,engaged,7.469,engaged,0.831,face_centered,engaged,0.832,face_centered,"(595, 341, 178, 178)",0.0344,1,1,0.747,0,0,0,54,0,0
2026-06-18T11:59:02.232,54,1.509,166.718,,,0.079,0.015,0.033,,168.573,7.19,engaged,7.641,engaged,0.834,face_centered,engaged,0.832,face_centered,"(592, 337, 185, 185)",0.0371,2,2,0.757,0,0,0,55,0,0
2026-06-18T11:59:02.367,55,1.262,132.0,,,0.084,0.018,0.043,,133.615,7.22,engaged,7.781,engaged,0.834,face_centered,engaged,0.833,face_centered,"(592, 338, 183, 183)",0.0363,1,1,0.757,0,0,0,56,0,0
2026-06-18T11:59:02.519,56,1.655,146.989,,,0.078,0.017,0.032,,149.075,7.17,engaged,7.937,engaged,0.835,face_centered,engaged,0.833,face_centered,"(592, 337, 184, 184)",0.0367,1,1,0.761,0,0,0,57,0,0
2026-06-18T11:59:02.657,57,1.512,135.753,,,0.071,0.016,0.03,,137.683,7.18,engaged,8.062,engaged,0.832,face_centered,engaged,0.833,face_centered,"(594, 339, 181, 181)",0.0355,1,1,0.754,0,0,0,58,0,0
2026-06-18T11:59:02.796,58,1.852,135.047,,,0.106,0.025,0.047,,137.446,7.19,engaged,8.203,engaged,0.832,face_centered,engaged,0.833,face_centered,"(595, 339, 180, 180)",0.0352,1,1,0.754,0,0,0,59,0,0
2026-06-18T11:59:03.045,59,1.685,245.071,,,0.094,0.019,0.035,,247.212,6.87,engaged,8.453,engaged,0.829,face_centered,engaged,0.832,face_centered,"(597, 340, 177, 177)",0.034,2,1,0.747,0,0,0,60,0,0
2026-06-18T11:59:03.197,60,1.535,145.803,,,0.109,0.025,0.045,,147.841,6.86,engaged,8.609,engaged,0.832,face_centered,engaged,0.832,face_centered,"(596, 338, 178, 178)",0.0344,3,1,0.748,0,0,0,61,0,0
2026-06-18T11:59:03.378,61,1.509,176.698,,,0.101,0.026,0.044,,178.742,6.74,engaged,8.797,engaged,0.839,face_centered,engaged,0.833,face_centered,"(590, 332, 185, 185)",0.0371,2,1,0.75,0,0,0,62,0,0
2026-06-18T11:59:03.520,62,1.943,138.125,,,0.109,0.02,0.039,,140.593,6.77,engaged,8.937,engaged,0.832,face_centered,engaged,0.833,face_centered,"(597, 336, 176, 176)",0.0336,2,1,0.736,0,0,0,63,0,0
2026-06-18T11:59:03.673,63,2.032,149.074,,,0.157,0.035,0.06,,151.629,6.76,engaged,9.078,engaged,0.832,face_centered,engaged,0.833,face_centered,"(596, 336, 180, 180)",0.0352,3,1,0.747,0,0,0,64,0,0
2026-06-18T11:59:03.805,64,1.819,127.087,,,0.074,0.015,0.034,,129.323,6.85,engaged,9.219,engaged,0.834,face_centered,engaged,0.833,face_centered,"(595, 336, 179, 179)",0.0348,1,1,0.751,0,0,0,65,0,0
2026-06-18T11:59:03.992,65,1.821,181.829,,,0.108,0.026,0.042,,184.113,6.71,engaged,9.406,engaged,0.833,face_centered,engaged,0.833,face_centered,"(595, 338, 178, 178)",0.0344,1,1,0.749,0,0,0,66,0,0
2026-06-18T11:59:04.128,66,1.53,132.926,,,0.113,0.026,0.044,,134.928,6.78,engaged,9.547,engaged,0.835,face_centered,engaged,0.834,face_centered,"(593, 336, 184, 184)",0.0367,3,1,0.754,0,0,0,67,0,0
2026-06-18T11:59:04.266,67,1.777,131.789,,,0.113,0.021,0.041,,134.016,6.85,engaged,9.672,engaged,0.832,face_centered,engaged,0.834,face_centered,"(595, 338, 179, 179)",0.0348,1,1,0.749,0,0,0,68,0,0
2026-06-18T11:59:04.419,68,1.567,149.847,,,0.106,0.025,0.043,,151.815,6.82,engaged,9.828,engaged,0.835,face_centered,engaged,0.833,face_centered,"(594, 337, 180, 180)",0.0352,1,1,0.755,0,0,0,69,0,0
2026-06-18T11:59:04.583,69,1.719,159.954,,,0.114,0.027,0.045,,162.161,6.76,engaged,10.0,engaged,0.833,face_centered,engaged,0.833,face_centered,"(595, 338, 178, 178)",0.0344,1,1,0.753,0,0,0,70,0,0
2026-06-18T11:59:04.733,70,1.532,145.794,,,0.123,0.03,0.052,,147.828,6.76,engaged,10.141,engaged,0.834,face_centered,engaged,0.834,face_centered,"(594, 338, 180, 180)",0.0352,1,1,0.753,0,0,0,71,0,0
2026-06-18T11:59:04.888,71,1.523,151.313,,,0.12,0.027,0.044,,153.322,6.73,engaged,10.297,engaged,0.839,face_centered,engaged,0.834,face_centered,"(590, 334, 183, 183)",0.0363,2,1,0.75,0,0,0,72,0,0
2026-06-18T11:59:05.061,72,1.702,169.653,,,0.106,0.025,0.043,,171.827,6.64,engaged,10.469,engaged,0.832,face_centered,engaged,0.834,face_centered,"(595, 338, 176, 176)",0.0336,2,1,0.74,0,0,0,73,0,0
2026-06-18T11:59:05.206,73,1.507,141.217,,,0.112,0.026,0.045,,143.161,6.68,engaged,10.625,engaged,0.834,face_centered,engaged,0.834,face_centered,"(595, 336, 177, 177)",0.034,3,1,0.748,0,0,0,74,0,0
2026-06-18T11:59:05.362,74,1.728,148.916,,,0.106,0.029,0.044,,151.18,6.67,engaged,10.766,engaged,0.836,face_centered,engaged,0.835,face_centered,"(598, 328, 184, 184)",0.0367,1,1,0.732,0,0,0,75,0,0
2026-06-18T11:59:05.508,75,1.728,143.38,,,0.105,0.025,0.042,,145.588,6.69,engaged,10.922,engaged,0.839,face_centered,engaged,0.835,face_centered,"(600, 324, 186, 186)",0.0375,2,1,0.754,0,0,0,76,0,0
2026-06-18T11:59:05.687,76,1.638,174.237,,,0.113,0.025,0.042,,176.361,6.59,engaged,11.094,engaged,0.838,face_centered,engaged,0.836,face_centered,"(599, 324, 193, 193)",0.0404,1,1,0.76,0,0,0,77,0,0
2026-06-18T11:59:05.856,77,1.856,164.08,,,0.08,0.022,0.032,,166.393,6.53,engaged,11.266,engaged,0.836,face_centered,engaged,0.836,face_centered,"(600, 327, 189, 189)",0.0388,2,1,0.765,0,0,0,78,0,0
2026-06-18T11:59:06.018,78,1.602,158.76,,,0.11,0.025,0.045,,160.847,6.5,engaged,11.437,engaged,0.838,face_centered,engaged,0.836,face_centered,"(599, 326, 188, 188)",0.0384,2,1,0.765,0,0,0,79,0,0
2026-06-18T11:59:06.164,79,1.874,140.653,,,0.115,0.026,0.043,,143.025,6.55,engaged,11.578,engaged,0.832,face_centered,engaged,0.836,face_centered,"(602, 330, 187, 187)",0.0379,1,1,0.753,0,0,0,80,0,0
2026-06-18T11:59:06.354,80,1.693,183.997,,,0.087,0.02,0.037,,186.175,6.43,engaged,11.766,engaged,0.833,face_centered,engaged,0.836,face_centered,"(600, 330, 189, 189)",0.0388,1,1,0.765,0,0,0,81,0,0
2026-06-18T11:59:06.593,81,1.766,234.827,,,0.106,0.026,0.046,,237.068,6.21,engaged,12.0,engaged,0.835,face_centered,engaged,0.836,face_centered,"(598, 329, 188, 188)",0.0384,3,1,0.761,0,0,0,82,0,0
2026-06-18T11:59:06.804,82,1.666,206.312,,,0.118,0.027,0.048,,208.477,6.07,engaged,12.219,engaged,0.832,face_centered,engaged,0.835,face_centered,"(597, 334, 180, 180)",0.0352,2,1,0.734,0,0,0,83,0,0
2026-06-18T11:59:06.962,83,1.723,154.418,,,0.108,0.025,0.043,,156.64,6.1,engaged,12.375,engaged,0.837,face_centered,engaged,0.835,face_centered,"(592, 334, 184, 184)",0.0367,2,1,0.75,0,0,0,84,0,0
2026-06-18T11:59:07.149,84,1.703,182.089,,,0.115,0.025,0.045,,184.274,6.03,engaged,12.562,engaged,0.831,face_centered,engaged,0.834,face_centered,"(595, 338, 181, 181)",0.0355,1,1,0.746,0,0,0,85,0,0
2026-06-18T11:59:07.326,85,1.744,173.085,,,0.105,0.026,0.044,,175.316,6.0,engaged,12.734,engaged,0.835,face_centered,engaged,0.833,face_centered,"(594, 336, 182, 182)",0.0359,1,1,0.755,0,0,0,86,0,0
2026-06-18T11:59:07.481,86,1.635,149.237,,,0.08,0.017,0.03,,151.298,6.06,engaged,12.891,engaged,0.83,face_centered,engaged,0.833,face_centered,"(597, 338, 181, 181)",0.0355,2,1,0.747,0,0,0,87,0,0
2026-06-18T11:59:07.658,87,1.514,174.578,,,0.07,0.016,0.029,,176.45,6.02,engaged,13.078,engaged,0.834,face_centered,engaged,0.833,face_centered,"(593, 337, 184, 184)",0.0367,3,2,0.753,0,0,0,88,0,0
2026-06-18T11:59:07.780,88,1.401,117.492,,,0.081,0.018,0.034,,119.244,6.26,engaged,13.187,engaged,0.836,face_centered,engaged,0.833,face_centered,"(591, 336, 180, 180)",0.0352,1,1,0.739,0,0,0,89,0,0
2026-06-18T11:59:07.910,89,1.436,127.702,,,0.072,0.016,0.03,,129.452,6.4,engaged,13.328,engaged,0.834,face_centered,engaged,0.834,face_centered,"(595, 334, 182, 182)",0.0359,3,2,0.742,0,0,0,90,0,0
2026-06-18T11:59:08.031,90,1.518,116.831,,,0.079,0.017,0.033,,118.773,6.61,engaged,13.437,engaged,0.83,face_centered,engaged,0.833,face_centered,"(600, 335, 181, 181)",0.0355,2,2,0.742,0,0,0,91,0,0
2026-06-18T11:59:08.185,91,1.53,151.618,,,0.079,0.018,0.033,,153.513,6.6,engaged,13.594,engaged,0.827,face_centered,engaged,0.832,face_centered,"(603, 332, 190, 190)",0.0392,2,1,0.737,0,0,0,92,0,0
2026-06-18T11:59:08.343,92,1.686,153.62,,,0.099,0.026,0.042,,155.765,6.58,engaged,13.75,engaged,0.83,face_centered,engaged,0.832,face_centered,"(604, 330, 187, 187)",0.0379,2,2,0.754,0,0,0,93,0,0
2026-06-18T11:59:08.520,93,1.579,170.495,,,0.092,0.022,0.038,,172.471,6.5,engaged,13.922,engaged,0.83,face_centered,engaged,0.832,face_centered,"(601, 332, 188, 188)",0.0384,4,2,0.756,0,0,0,94,0,0
2026-06-18T11:59:08.714,94,2.167,189.159,,,0.105,0.027,0.043,,191.788,6.37,engaged,14.125,engaged,0.839,face_centered,engaged,0.832,face_centered,"(589, 331, 192, 192)",0.04,2,2,0.742,0,0,0,95,0,0
2026-06-18T11:59:08.937,95,1.591,219.592,,,0.094,0.023,0.039,,221.621,6.19,engaged,14.344,engaged,0.836,face_centered,engaged,0.832,face_centered,"(591, 335, 187, 187)",0.0379,2,2,0.76,0,0,0,96,0,0
2026-06-18T11:59:09.113,96,2.024,171.089,,,0.337,0.027,0.092,,174.036,6.14,engaged,14.531,engaged,0.836,face_centered,engaged,0.833,face_centered,"(591, 335, 191, 191)",0.0396,2,1,0.763,0,0,0,97,0,0
2026-06-18T11:59:09.309,97,1.668,191.76,,,0.107,0.077,0.05,,193.954,6.04,engaged,14.719,engaged,0.83,face_centered,engaged,0.832,face_centered,"(597, 337, 187, 187)",0.0379,2,2,0.75,0,0,0,98,0,0
2026-06-18T11:59:09.509,98,2.734,190.855,,,0.188,0.027,0.05,,194.299,5.95,engaged,14.922,engaged,0.829,face_centered,engaged,0.833,face_centered,"(597, 339, 183, 183)",0.0363,2,1,0.75,0,0,0,99,0,0
2026-06-18T11:59:09.767,99,1.944,253.655,,,0.11,0.027,0.047,,256.083,5.75,engaged,15.172,engaged,0.829,face_centered,engaged,0.833,face_centered,"(591, 342, 187, 187)",0.0379,1,1,0.741,0,0,0,100,0,0
2026-06-18T11:59:09.899,100,1.861,128.884,,,0.121,0.029,0.047,,131.304,5.94,engaged,15.312,engaged,0.833,face_centered,engaged,0.833,face_centered,"(591, 339, 186, 186)",0.0375,1,1,0.754,0,0,0,101,0,0
2026-06-18T11:59:10.044,101,1.674,140.554,,,0.077,0.015,0.033,,142.714,6.04,engaged,15.453,engaged,0.83,face_centered,engaged,0.832,face_centered,"(594, 342, 180, 180)",0.0352,2,1,0.751,0,0,0,102,0,0
2026-06-18T11:59:10.175,102,1.668,127.451,,,0.105,0.024,0.041,,129.588,6.21,engaged,15.594,engaged,0.833,face_centered,engaged,0.831,face_centered,"(592, 340, 181, 181)",0.0355,2,1,0.751,0,0,0,103,0,0
2026-06-18T11:59:10.328,103,1.624,148.095,,,0.104,0.023,0.042,,150.191,6.26,engaged,15.734,engaged,0.83,face_centered,engaged,0.83,face_centered,"(593, 342, 180, 180)",0.0352,1,1,0.75,0,0,0,104,0,0
2026-06-18T11:59:10.583,104,5.934,243.395,,,0.107,0.025,0.043,,249.815,6.03,engaged,15.984,engaged,0.832,face_centered,engaged,0.831,face_centered,"(591, 342, 181, 181)",0.0355,1,1,0.752,0,0,0,105,0,0
2026-06-18T11:59:10.751,105,1.712,164.312,,,0.109,0.027,0.054,,166.524,6.03,engaged,16.156,engaged,0.824,face_centered,engaged,0.83,face_centered,"(592, 349, 177, 177)",0.034,3,1,0.728,0,0,0,106,0,0
2026-06-18T11:59:10.917,106,1.636,161.76,,,0.083,0.018,0.033,,163.822,6.04,engaged,16.328,engaged,0.828,face_centered,engaged,0.83,face_centered,"(588, 349, 181, 181)",0.0355,1,1,0.743,0,0,0,107,0,0
2026-06-18T11:59:11.068,107,1.923,147.526,,,0.104,0.023,0.041,,149.91,6.1,engaged,16.484,engaged,0.833,face_centered,engaged,0.83,face_centered,"(585, 344, 178, 178)",0.0344,1,1,0.725,0,0,0,108,0,0
2026-06-18T11:59:11.245,108,1.71,173.702,,,0.112,0.027,0.044,,175.912,6.06,engaged,16.656,engaged,0.84,face_centered,engaged,0.831,face_centered,"(580, 342, 176, 176)",0.0336,1,1,0.73,0,0,0,109,0,0
2026-06-18T11:59:11.418,109,1.671,169.678,,,0.103,0.025,0.048,,171.806,6.03,engaged,16.828,engaged,0.846,face_centered,engaged,0.833,face_centered,"(576, 339, 180, 180)",0.0352,1,1,0.752,0,0,0,110,0,0
2026-06-18T11:59:11.674,110,2.266,246.754,,,0.11,0.025,0.044,,249.505,5.83,engaged,17.078,engaged,0.851,face_centered,engaged,0.836,face_centered,"(572, 337, 182, 182)",0.0359,2,1,0.756,0,0,0,111,0,0
