timestamp,frame_index,capture_ms,engagement_detection_ms,smoothing_ms,state_machine_ms,command_build_ms,godot_udp_send_ms,total_loop_ms,fps,state,state_elapsed_s,raw_engagement_status,raw_engagement_confidence,raw_engagement_reason,smoothed_engagement_status,smoothed_engagement_confidence,smoothed_engagement_reason,face_bbox,face_area_ratio,raw_face_count,candidate_count,selected_face_score,consecutive_engaged,consecutive_disengaged,consecutive_absent
2026-06-17T23:56:50.127,10,4.776,199.879,0.123,0.042,0.057,0.257,205.865,4.02,engaged,1.922,engaged,0.831,face_centered,engaged,0.83,face_centered,"(557, 363, 203, 203)",0.0447,2,2,0.765,11,0,0
2026-06-17T23:56:50.344,11,14.551,177.618,0.17,0.036,0.064,0.312,193.551,4.13,engaged,2.141,engaged,0.81,face_centered,engaged,0.828,face_centered,"(576, 367, 195, 195)",0.0413,2,2,0.701,12,0,0
2026-06-17T23:56:50.553,12,14.545,171.33,0.108,0.022,0.041,0.312,186.898,4.26,engaged,2.359,engaged,0.814,face_centered,engaged,0.826,face_centered,"(578, 363, 199, 199)",0.043,2,2,0.744,13,0,0
2026-06-17T23:56:50.729,13,11.186,146.078,0.149,0.03,0.051,0.312,158.466,4.46,engaged,2.531,engaged,0.819,face_centered,engaged,0.825,face_centered,"(572, 362, 202, 202)",0.0443,3,3,0.751,14,0,0
2026-06-17T23:56:50.912,14,11.593,153.43,0.18,0.038,0.067,0.312,166.207,4.62,engaged,2.719,engaged,0.813,face_centered,engaged,0.823,face_centered,"(577, 364, 199, 199)",0.043,2,2,0.747,15,0,0
2026-06-17T23:56:51.116,15,14.01,169.67,0.142,0.029,0.063,0.312,184.897,4.7,engaged,2.922,engaged,0.819,face_centered,engaged,0.821,face_centered,"(572, 361, 205, 205)",0.0456,3,3,0.761,16,0,0
2026-06-17T23:56:51.317,16,14.587,166.756,0.276,0.027,0.045,0.312,182.512,4.77,engaged,3.125,engaged,0.815,face_centered,engaged,0.82,face_centered,"(577, 363, 198, 198)",0.0425,3,2,0.748,17,0,0
2026-06-17T23:56:51.519,17,18.682,156.332,0.154,0.033,0.056,0.254,176.193,4.86,engaged,3.312,engaged,0.816,face_centered,engaged,0.818,face_centered,"(576, 363, 200, 200)",0.0434,3,3,0.759,18,0,0
2026-06-17T23:56:51.716,18,6.985,169.621,0.073,0.014,0.036,0.254,177.489,4.94,engaged,3.516,engaged,0.814,face_centered,engaged,0.817,face_centered,"(579, 364, 197, 197)",0.0421,2,2,0.751,19,0,0
2026-06-17T23:56:51.916,19,17.091,166.14,0.129,0.027,0.047,0.254,184.392,4.99,engaged,3.719,engaged,0.81,face_centered,engaged,0.815,face_centered,"(579, 367, 196, 196)",0.0417,2,2,0.746,20,0,0
2026-06-17T23:56:52.089,20,4.592,151.104,0.102,0.023,0.044,0.254,156.985,5.13,engaged,3.891,engaged,0.813,face_centered,engaged,0.815,face_centered,"(578, 367, 194, 194)",0.0408,2,2,0.744,21,0,0
2026-06-17T23:56:52.297,21,15.991,171.2,0.313,0.026,0.05,0.254,188.706,5.14,engaged,4.094,engaged,0.819,face_centered,engaged,0.815,face_centered,"(578, 354, 207, 207)",0.0465,3,3,0.736,22,0,0
2026-06-17T23:56:52.499,22,15.67,168.524,0.171,0.03,0.063,0.254,185.389,5.17,engaged,4.297,engaged,0.895,face_centered,engaged,0.824,face_centered,"(470, 270, 360, 360)",0.1406,2,2,0.72,23,0,0
2026-06-17T23:56:52.702,23,13.83,163.741,0.114,0.023,0.039,0.33,178.634,5.21,engaged,4.5,engaged,0.902,face_centered,engaged,0.834,face_centered,"(472, 265, 374, 374)",0.1518,2,2,0.929,24,0,0
2026-06-17T23:56:52.902,24,15.763,162.301,0.233,0.054,0.096,0.33,180.096,5.25,engaged,4.703,engaged,0.905,face_centered,engaged,0.843,face_centered,"(468, 264, 378, 378)",0.155,2,2,0.946,25,0,0
2026-06-17T23:56:53.075,25,3.799,150.15,0.236,0.061,0.069,0.33,155.142,5.37,engaged,4.875,engaged,0.904,face_centered,engaged,0.853,face_centered,"(477, 267, 367, 367)",0.1461,2,2,0.939,26,0,0
2026-06-17T23:56:53.278,26,5.146,177.86,0.247,0.055,0.089,0.33,184.053,5.37,engaged,5.078,engaged,0.901,face_centered,engaged,0.863,face_centered,"(472, 262, 380, 380)",0.1567,2,2,0.941,27,0,0
2026-06-17T23:56:53.480,27,14.521,164.943,0.161,0.039,0.068,0.33,180.461,5.39,engaged,5.281,engaged,0.903,face_centered,engaged,0.872,face_centered,"(481, 267, 363, 363)",0.143,2,2,0.938,28,0,0
2026-06-17T23:56:53.684,28,21.067,161.358,0.182,0.035,0.064,0.33,183.949,5.39,engaged,5.484,engaged,0.901,face_centered,engaged,0.883,face_centered,"(466, 261, 386, 386)",0.1617,2,2,0.929,29,0,0
2026-06-17T23:56:53.877,29,4.655,162.697,0.127,0.025,0.054,0.237,168.391,5.45,engaged,5.672,engaged,0.906,face_centered,engaged,0.893,face_centered,"(470, 269, 369, 369)",0.1477,4,3,0.937,30,0,0
2026-06-17T23:56:54.083,30,9.501,175.581,0.116,0.024,0.044,0.237,186.108,5.44,engaged,5.891,engaged,0.907,face_centered,engaged,0.903,face_centered,"(467, 261, 379, 379)",0.1559,2,2,0.942,31,0,0
2026-06-17T23:56:54.284,31,11.828,170.131,0.169,0.044,0.066,0.237,183.029,5.44,engaged,6.078,engaged,0.905,face_centered,engaged,0.904,face_centered,"(470, 264, 376, 376)",0.1534,2,2,0.947,32,0,0
2026-06-17T23:56:54.474,32,10.819,159.577,0.145,0.025,0.048,0.237,171.403,5.48,engaged,6.281,engaged,0.902,face_centered,engaged,0.904,face_centered,"(464, 256, 394, 394)",0.1684,2,2,0.937,33,0,0
2026-06-17T23:56:54.661,33,5.592,158.627,0.183,0.031,0.054,0.237,166.347,5.54,engaged,6.469,engaged,0.904,face_centered,engaged,0.904,face_centered,"(466, 259, 386, 386)",0.1617,2,2,0.944,34,0,0
2026-06-17T23:56:54.853,34,8.501,161.379,0.25,0.047,0.089,0.237,171.191,5.57,engaged,6.656,engaged,0.906,face_centered,engaged,0.904,face_centered,"(477, 267, 364, 364)",0.1438,2,2,0.938,35,0,0
2026-06-17T23:56:55.059,35,12.924,161.394,0.135,0.032,0.051,0.422,175.362,5.58,engaged,6.859,engaged,0.903,face_centered,engaged,0.904,face_centered,"(468, 259, 384, 384)",0.16,2,2,0.939,36,0,0
2026-06-17T23:56:55.272,36,14.218,176.057,0.141,0.025,0.046,0.422,191.502,5.54,engaged,7.078,engaged,0.901,face_centered,engaged,0.904,face_centered,"(465, 259, 390, 390)",0.165,2,2,0.942,37,0,0
2026-06-17T23:56:55.468,37,18.344,155.02,0.266,0.053,0.067,0.422,174.54,5.56,engaged,7.266,engaged,0.902,face_centered,engaged,0.904,face_centered,"(465, 262, 387, 387)",0.1625,2,2,0.945,38,0,0
2026-06-17T23:56:55.670,38,12.67,167.904,0.159,0.038,0.062,0.422,182.874,5.55,engaged,7.469,engaged,0.904,face_centered,engaged,0.904,face_centered,"(481, 269, 360, 360)",0.1406,2,2,0.929,39,0,0
2026-06-17T23:56:55.880,39,13.273,172.937,0.156,0.029,0.05,0.422,187.8,5.53,engaged,7.687,disengaged,0.656,face_left_or_right+face_high_or_low,engaged,0.903,face_centered,"(64, 18, 177, 177)",0.034,1,1,0.135,40,0,0
2026-06-17T23:56:56.098,40,7.215,184.594,0.135,0.024,0.042,0.373,192.736,5.5,engaged,7.891,disengaged,0.692,face_left_or_right+face_high_or_low,engaged,0.903,face_centered,"(64, 19, 174, 174)",0.0329,3,2,0.572,41,0,0
2026-06-17T23:56:56.310,41,7.755,184.37,0.119,0.025,0.055,0.373,192.983,5.46,engaged,8.109,disengaged,0.691,face_left_or_right+face_high_or_low,engaged,0.903,face_centered,"(65, 21, 172, 172)",0.0321,3,2,0.572,42,0,0
2026-06-17T23:56:56.516,42,15.075,170.849,0.171,0.024,0.043,0.373,186.946,5.45,engaged,8.312,disengaged,0.692,face_left_or_right+face_high_or_low,engaged,0.903,face_centered,"(68, 20, 168, 168)",0.0306,1,1,0.556,43,0,0
2026-06-17T23:56:56.722,43,12.936,173.919,0.093,0.039,0.056,0.373,187.794,5.44,engaged,8.516,disengaged,0.693,face_left_or_right+face_high_or_low,disengaged,0.55,unstable_window_face_left_or_right+face_high_or_low,"(68, 21, 167, 167)",0.0303,1,1,0.567,0,1,0
2026-06-17T23:56:56.924,44,12.341,167.884,0.165,0.048,0.061,0.373,181.541,5.45,engaged,8.719,disengaged,0.692,face_left_or_right+face_high_or_low,disengaged,0.686,face_left_or_right+face_high_or_low,"(67, 23, 166, 166)",0.0299,1,1,0.56,0,2,0
2026-06-17T23:56:57.128,45,8.468,167.729,0.23,0.074,0.067,0.322,177.762,5.46,engaged,8.922,disengaged,0.693,face_left_or_right+face_high_or_low,disengaged,0.687,face_left_or_right+face_high_or_low,"(66, 20, 169, 169)",0.031,1,1,0.564,0,3,0
2026-06-17T23:56:57.323,46,9.796,164.229,0.2,0.032,0.049,0.322,174.976,5.49,engaged,9.125,disengaged,0.692,face_left_or_right+face_high_or_low,disengaged,0.687,face_left_or_right+face_high_or_low,"(66, 21, 169, 169)",0.031,1,1,0.569,0,4,0
2026-06-17T23:56:57.501,47,18.474,139.705,0.229,0.059,0.089,0.322,159.34,5.57,engaged,9.297,disengaged,0.693,face_left_or_right+face_high_or_low,disengaged,0.688,face_left_or_right+face_high_or_low,"(68, 20, 168, 168)",0.0306,1,1,0.563,0,5,0
2026-06-17T23:56:57.680,48,9.677,148.592,0.147,0.031,0.052,0.322,159.249,5.64,engaged,9.484,disengaged,0.693,face_left_or_right+face_high_or_low,disengaged,0.692,face_left_or_right+face_high_or_low,"(67, 19, 171, 171)",0.0317,1,1,0.571,0,6,0
2026-06-17T23:56:57.891,49,4.365,178.402,0.172,0.05,0.203,0.229,183.925,5.62,disengaged,0.0,disengaged,0.691,face_left_or_right+face_high_or_low,disengaged,0.692,face_left_or_right+face_high_or_low,"(66, 20, 172, 172)",0.0321,1,1,0.571,0,7,0
2026-06-17T23:56:58.092,50,14.777,166.46,0.174,0.047,0.059,0.229,183.826,5.6,disengaged,0.204,disengaged,0.693,face_left_or_right+face_high_or_low,disengaged,0.692,face_left_or_right+face_high_or_low,"(65, 20, 170, 170)",0.0314,1,1,0.565,0,8,0
2026-06-17T23:56:58.308,51,14.48,181.275,0.253,0.064,0.093,0.229,196.868,5.55,disengaged,0.422,disengaged,0.69,face_left_or_right+face_high_or_low,disengaged,0.692,face_left_or_right+face_high_or_low,"(70, 22, 166, 166)",0.0299,1,1,0.554,0,9,0
2026-06-17T23:56:58.501,52,18.095,155.828,0.152,0.029,0.049,0.229,174.865,5.57,disengaged,0.61,disengaged,0.692,face_left_or_right+face_high_or_low,disengaged,0.692,face_left_or_right+face_high_or_low,"(69, 21, 167, 167)",0.0303,1,1,0.567,0,10,0
2026-06-17T23:56:58.722,53,6.807,191.231,0.156,0.028,0.042,0.229,198.974,5.51,disengaged,0.829,disengaged,0.693,face_left_or_right+face_high_or_low,disengaged,0.692,face_left_or_right+face_high_or_low,"(64, 17, 175, 175)",0.0332,1,1,0.571,0,11,0
2026-06-17T23:56:58.929,54,5.337,175.16,0.209,0.047,0.056,0.221,181.55,5.51,disengaged,1.032,disengaged,0.693,face_left_or_right+face_high_or_low,disengaged,0.692,face_left_or_right+face_high_or_low,"(68, 19, 169, 169)",0.031,1,1,0.563,0,12,0
2026-06-17T23:56:59.145,55,14.894,179.415,0.176,0.036,0.057,0.221,195.834,5.47,disengaged,1.266,disengaged,0.694,face_left_or_right+face_high_or_low,disengaged,0.692,face_left_or_right+face_high_or_low,"(68, 19, 169, 169)",0.031,1,1,0.573,0,13,0
2026-06-17T23:56:59.344,56,4.847,175.279,0.159,0.046,0.054,0.221,181.509,5.48,disengaged,1.454,disengaged,0.693,face_left_or_right+face_high_or_low,disengaged,0.692,face_left_or_right+face_high_or_low,"(67, 18, 172, 172)",0.0321,1,1,0.572,0,14,0
2026-06-17T23:56:59.534,57,5.823,163.238,0.175,0.045,0.091,0.221,170.207,5.52,disengaged,1.641,disengaged,0.694,face_left_or_right+face_high_or_low,disengaged,0.692,face_left_or_right+face_high_or_low,"(67, 19, 169, 169)",0.031,1,1,0.565,0,15,0
2026-06-17T23:56:59.718,58,4.665,161.29,0.124,0.029,0.048,0.221,167.242,5.56,disengaged,1.829,disengaged,0.691,face_left_or_right+face_high_or_low,disengaged,0.692,face_left_or_right+face_high_or_low,"(67, 22, 167, 167)",0.0303,1,1,0.56,0,16,0
2026-06-17T23:56:59.909,59,5.282,165.717,0.159,0.031,0.048,0.221,172.051,5.59,disengaged,2.016,disengaged,0.693,face_left_or_right+face_high_or_low,disengaged,0.693,face_left_or_right+face_high_or_low,"(65, 18, 173, 173)",0.0325,1,1,0.568,0,17,0
2026-06-17T23:57:00.144,60,16.517,193.221,0.169,0.03,0.059,0.281,210.762,5.5,disengaged,2.25,disengaged,0.693,face_left_or_right+face_high_or_low,disengaged,0.693,face_left_or_right+face_high_or_low,"(66, 18, 173, 173)",0.0325,2,1,0.575,0,18,0
2026-06-17T23:57:00.358,61,16.778,175.698,0.147,0.028,0.044,0.281,193.429,5.47,disengaged,2.469,disengaged,0.693,face_left_or_right+face_high_or_low,disengaged,0.693,face_left_or_right+face_high_or_low,"(62, 16, 178, 178)",0.0344,1,1,0.576,0,19,0
2026-06-17T23:57:00.545,62,3.745,162.569,0.225,0.039,0.061,0.281,167.372,5.52,disengaged,2.657,disengaged,0.693,face_left_or_right+face_high_or_low,disengaged,0.693,face_left_or_right+face_high_or_low,"(65, 21, 168, 168)",0.0306,1,1,0.555,0,20,0
2026-06-17T23:57:00.740,63,7.981,168.968,0.252,0.063,0.072,0.281,178.036,5.53,disengaged,2.86,disengaged,0.69,face_left_or_right+face_high_or_low,disengaged,0.693,face_left_or_right+face_high_or_low,"(65, 18, 175, 175)",0.0332,1,1,0.562,0,21,0
2026-06-17T23:57:00.932,64,13.169,157.948,0.177,0.033,0.049,0.281,172.287,5.56,disengaged,3.047,disengaged,0.693,face_left_or_right+face_high_or_low,disengaged,0.693,face_left_or_right+face_high_or_low,"(65, 16, 177, 177)",0.034,1,1,0.578,0,22,0
2026-06-17T23:57:01.170,65,9.588,200.302,0.166,0.031,0.049,0.641,210.945,5.48,disengaged,3.282,disengaged,0.693,face_left_or_right+face_high_or_low,disengaged,0.693,face_left_or_right+face_high_or_low,"(63, 18, 173, 173)",0.0325,1,1,0.561,0,23,0
2026-06-17T23:57:01.361,66,7.572,164.431,0.207,0.105,0.1,0.641,173.601,5.5,disengaged,3.469,disengaged,0.692,face_left_or_right+face_high_or_low,disengaged,0.692,face_left_or_right+face_high_or_low,"(68, 21, 167, 167)",0.0303,2,1,0.557,0,24,0
2026-06-17T23:57:01.574,67,17.473,173.224,0.157,0.029,0.047,0.641,191.935,5.47,disengaged,3.688,disengaged,0.692,face_left_or_right+face_high_or_low,disengaged,0.693,face_left_or_right+face_high_or_low,"(66, 19, 172, 172)",0.0321,2,1,0.57,0,25,0
2026-06-17T23:57:01.769,68,13.91,155.703,0.12,0.037,0.044,0.229,170.526,5.51,seeking_attention,0.0,disengaged,0.694,face_left_or_right+face_high_or_low,disengaged,0.693,face_left_or_right+face_high_or_low,"(63, 15, 177, 177)",0.034,1,1,0.575,0,26,0
2026-06-17T23:57:01.955,69,3.791,162.148,0.166,0.03,0.045,0.229,167.127,5.56,seeking_attention,0.188,disengaged,0.694,face_left_or_right+face_high_or_low,disengaged,0.693,face_left_or_right+face_high_or_low,"(65, 18, 173, 173)",0.0325,1,1,0.572,0,27,0
2026-06-17T23:57:02.151,70,17.097,155.365,0.183,0.04,0.076,0.229,173.514,5.58,seeking_attention,0.391,disengaged,0.692,face_left_or_right+face_high_or_low,disengaged,0.693,face_left_or_right+face_high_or_low,"(65, 20, 171, 171)",0.0317,1,1,0.569,0,28,0
2026-06-17T23:57:02.349,71,12.989,166.471,0.166,0.05,0.063,0.229,180.465,5.58,seeking_attention,0.594,disengaged,0.692,face_left_or_right+face_high_or_low,disengaged,0.693,face_left_or_right+face_high_or_low,"(65, 19, 173, 173)",0.0325,1,1,0.574,0,29,0
2026-06-17T23:57:02.554,72,13.183,168.901,0.133,0.031,0.047,0.229,183.903,5.56,seeking_attention,0.797,disengaged,0.694,face_left_or_right+face_high_or_low,disengaged,0.693,face_left_or_right+face_high_or_low,"(66, 19, 170, 170)",0.0314,3,1,0.566,0,30,0
2026-06-17T23:57:02.777,73,15.96,179.168,0.159,0.042,0.07,0.195,196.031,5.52,seeking_attention,1.016,disengaged,0.694,face_left_or_right+face_high_or_low,disengaged,0.693,face_left_or_right+face_high_or_low,"(66, 18, 171, 171)",0.0317,1,1,0.573,0,31,0
2026-06-17T23:57:02.972,74,10.851,165.143,0.208,0.039,0.06,0.195,177.032,5.53,seeking_attention,1.204,disengaged,0.694,face_left_or_right+face_high_or_low,disengaged,0.693,face_left_or_right+face_high_or_low,"(64, 17, 173, 173)",0.0325,1,1,0.574,0,32,0
2026-06-17T23:57:03.190,75,16.589,177.423,0.122,0.029,0.05,0.195,194.96,5.49,seeking_attention,1.422,disengaged,0.692,face_left_or_right+face_high_or_low,disengaged,0.693,face_left_or_right+face_high_or_low,"(65, 20, 171, 171)",0.0317,3,1,0.567,0,33,0
2026-06-17T23:57:03.386,76,5.16,171.632,0.19,0.051,0.066,0.195,177.858,5.5,seeking_attention,1.625,disengaged,0.694,face_left_or_right+face_high_or_low,disengaged,0.693,face_left_or_right+face_high_or_low,"(65, 18, 173, 173)",0.0325,1,1,0.572,0,34,0
2026-06-17T23:57:03.618,77,10.229,201.629,0.237,0.078,0.24,0.195,212.981,5.42,seeking_attention,1.86,disengaged,0.693,face_left_or_right+face_high_or_low,disengaged,0.693,face_left_or_right+face_high_or_low,"(67, 18, 171, 171)",0.0317,1,1,0.569,0,35,0
2026-06-17T23:57:03.831,78,17.078,168.868,0.191,0.034,0.061,0.299,187.719,5.41,seeking_attention,2.063,disengaged,0.694,face_left_or_right+face_high_or_low,disengaged,0.693,face_left_or_right+face_high_or_low,"(66, 20, 168, 168)",0.0306,1,1,0.56,0,36,0
2026-06-17T23:57:04.160,79,7.774,299.128,0.179,0.043,0.083,0.299,309.412,5.19,seeking_attention,2.391,disengaged,0.696,face_left_or_right+face_high_or_low,disengaged,0.694,face_left_or_right+face_high_or_low,"(60, 14, 180, 180)",0.0352,1,1,0.578,0,37,0
2026-06-17T23:57:04.415,80,15.124,215.839,0.176,0.05,0.064,0.299,231.961,5.11,seeking_attention,2.657,disengaged,0.693,face_left_or_right+face_high_or_low,disengaged,0.694,face_left_or_right+face_high_or_low,"(66, 19, 170, 170)",0.0314,1,1,0.562,0,38,0
2026-06-17T23:57:04.647,81,10.395,197.703,0.128,0.028,0.042,0.299,209.202,5.07,seeking_attention,2.891,disengaged,0.694,face_left_or_right+face_high_or_low,disengaged,0.694,face_left_or_right+face_high_or_low,"(63, 16, 175, 175)",0.0332,3,1,0.575,0,39,0
2026-06-17T23:57:04.887,82,11.259,193.84,0.233,0.059,0.09,3.098,206.384,5.05,seeking_attention,3.11,disengaged,0.694,face_left_or_right+face_high_or_low,disengaged,0.694,face_left_or_right+face_high_or_low,"(63, 17, 175, 175)",0.0332,1,1,0.579,0,40,0
2026-06-17T23:57:05.117,83,5.473,201.584,0.17,0.034,0.051,3.098,207.973,5.03,seeking_attention,3.36,disengaged,0.693,face_left_or_right+face_high_or_low,disengaged,0.694,face_left_or_right+face_high_or_low,"(63, 16, 178, 178)",0.0344,1,1,0.578,0,41,0
2026-06-17T23:57:05.312,84,11.344,165.204,0.144,0.038,0.05,3.098,177.551,5.09,seeking_attention,3.547,disengaged,0.693,face_left_or_right+face_high_or_low,disengaged,0.694,face_left_or_right+face_high_or_low,"(62, 15, 180, 180)",0.0352,1,1,0.588,0,42,0
2026-06-17T23:57:05.515,85,5.741,178.386,0.163,0.031,0.047,3.098,185.276,5.12,seeking_attention,3.75,disengaged,0.694,face_left_or_right+face_high_or_low,disengaged,0.694,face_left_or_right+face_high_or_low,"(62, 16, 177, 177)",0.034,1,1,0.577,0,43,0
2026-06-17T23:57:05.739,86,19.374,181.842,0.167,0.035,0.056,3.098,202.263,5.1,seeking_attention,3.985,disengaged,0.694,face_left_or_right+face_high_or_low,disengaged,0.694,face_left_or_right+face_high_or_low,"(61, 15, 180, 180)",0.0352,1,1,0.585,0,44,0
2026-06-17T23:57:05.939,87,12.993,160.811,0.127,0.027,0.072,0.284,174.806,5.16,seeking_attention,4.172,disengaged,0.693,face_left_or_right+face_high_or_low,disengaged,0.694,face_left_or_right+face_high_or_low,"(65, 17, 174, 174)",0.0329,2,1,0.57,0,45,0
2026-06-17T23:57:06.164,88,17.8,183.942,0.232,0.045,0.078,0.284,202.781,5.14,seeking_attention,4.407,disengaged,0.695,face_left_or_right+face_high_or_low,disengaged,0.694,face_left_or_right+face_high_or_low,"(64, 17, 174, 174)",0.0329,1,1,0.577,0,46,0
2026-06-17T23:57:06.354,89,12.617,155.596,0.137,0.033,0.06,0.284,169.124,5.22,seeking_attention,4.594,disengaged,0.694,face_left_or_right+face_high_or_low,disengaged,0.694,face_left_or_right+face_high_or_low,"(65, 16, 175, 175)",0.0332,1,1,0.575,0,47,0
2026-06-17T23:57:06.542,90,11.952,154.018,0.267,0.066,0.098,0.284,167.133,5.29,seeking_attention,4.782,disengaged,0.694,face_left_or_right+face_high_or_low,disengaged,0.694,face_left_or_right+face_high_or_low,"(63, 16, 177, 177)",0.034,1,1,0.578,0,48,0
2026-06-17T23:57:06.771,91,5.217,197.942,0.17,0.043,0.061,0.284,204.743,5.25,seeking_attention,5.016,disengaged,0.693,face_left_or_right+face_high_or_low,disengaged,0.694,face_left_or_right+face_high_or_low,"(62, 15, 180, 180)",0.0352,2,2,0.585,0,49,0
2026-06-17T23:57:07.012,92,14.764,197.605,0.17,0.03,0.051,0.208,213.484,5.2,seeking_attention,5.235,disengaged,0.693,face_left_or_right+face_high_or_low,disengaged,0.694,face_left_or_right+face_high_or_low,"(62, 15, 181, 181)",0.0355,3,3,0.588,0,50,0
2026-06-17T23:57:07.212,93,6.844,171.772,0.123,0.028,0.044,0.208,179.496,5.23,seeking_attention,5.454,disengaged,0.693,face_left_or_right+face_high_or_low,disengaged,0.694,face_left_or_right+face_high_or_low,"(60, 14, 183, 183)",0.0363,2,2,0.589,0,51,0
2026-06-17T23:57:07.421,94,12.276,176.79,0.249,0.061,0.086,0.208,190.339,5.24,seeking_attention,5.657,disengaged,0.694,face_left_or_right+face_high_or_low,disengaged,0.694,face_left_or_right+face_high_or_low,"(58, 13, 185, 185)",0.0371,3,2,0.593,0,52,0
2026-06-17T23:57:07.650,95,4.247,203.24,0.123,0.029,0.045,0.208,208.578,5.19,seeking_attention,5.891,disengaged,0.692,face_left_or_right+face_high_or_low,disengaged,0.693,face_left_or_right+face_high_or_low,"(61, 15, 182, 182)",0.0359,2,2,0.585,0,53,0
2026-06-17T23:57:07.877,96,6.605,196.125,0.152,0.036,0.055,0.208,203.663,5.16,seeking_attention,6.11,disengaged,0.693,face_left_or_right+face_high_or_low,disengaged,0.693,face_left_or_right+face_high_or_low,"(62, 15, 180, 180)",0.0352,2,2,0.585,0,54,0
2026-06-17T23:57:08.120,97,14.044,200.456,0.13,0.028,0.044,0.492,215.459,5.11,seeking_attention,6.36,disengaged,0.694,face_left_or_right+face_high_or_low,disengaged,0.693,face_left_or_right+face_high_or_low,"(64, 16, 176, 176)",0.0336,2,2,0.577,0,55,0
2026-06-17T23:57:08.340,98,9.298,188.203,0.171,0.049,0.102,0.492,199.495,5.1,seeking_attention,6.579,disengaged,0.695,face_left_or_right+face_high_or_low,disengaged,0.693,face_left_or_right+face_high_or_low,"(64, 17, 174, 174)",0.0329,2,2,0.575,0,56,0
2026-06-17T23:57:08.558,99,11.561,186.922,0.118,0.028,0.044,0.492,199.587,5.09,seeking_attention,6.797,disengaged,0.695,face_left_or_right+face_high_or_low,disengaged,0.693,face_left_or_right+face_high_or_low,"(65, 17, 173, 173)",0.0325,2,2,0.576,0,57,0
2026-06-17T23:57:08.791,100,10.003,202.771,0.116,0.028,0.042,0.492,213.656,5.05,seeking_attention,7.032,disengaged,0.696,face_left_or_right+face_high_or_low,disengaged,0.694,face_left_or_right+face_high_or_low,"(64, 17, 172, 172)",0.0321,2,2,0.571,0,58,0
2026-06-17T23:57:08.989,101,9.533,165.511,0.156,0.028,0.043,0.492,176.304,5.11,seeking_attention,7.235,disengaged,0.692,face_left_or_right+face_high_or_low,disengaged,0.694,face_left_or_right+face_high_or_low,"(68, 20, 169, 169)",0.031,2,2,0.56,0,59,0
2026-06-17T23:57:09.212,102,17.839,181.517,0.155,0.041,0.067,0.289,200.315,5.1,seeking_attention,7.454,disengaged,0.696,face_left_or_right+face_high_or_low,disengaged,0.694,face_left_or_right+face_high_or_low,"(64, 16, 171, 171)",0.0317,2,2,0.558,0,60,0
