timestamp,frame_index,capture_ms,engagement_detection_ms,smoothing_ms,state_machine_ms,command_build_ms,godot_udp_send_ms,total_loop_ms,fps,state,state_elapsed_s,raw_engagement_status,raw_engagement_confidence,raw_engagement_reason,smoothed_engagement_status,smoothed_engagement_confidence,smoothed_engagement_reason,face_bbox,face_area_ratio,raw_face_count,candidate_count,selected_face_score,consecutive_engaged,consecutive_disengaged,consecutive_absent
2026-06-17T23:57:09.418,103,15.003,171.3,0.293,0.03,0.049,0.289,187.537,5.12,seeking_attention,7.657,disengaged,0.694,face_left_or_right+face_high_or_low,disengaged,0.694,face_left_or_right+face_high_or_low,"(65, 19, 169, 169)",0.031,3,2,0.564,0,61,0
2026-06-17T23:57:09.604,104,18.975,148.349,0.319,0.056,0.088,0.289,168.529,5.21,seeking_attention,7.844,disengaged,0.693,face_left_or_right+face_high_or_low,disengaged,0.694,face_left_or_right+face_high_or_low,"(65, 19, 171, 171)",0.0317,2,2,0.569,0,62,0
2026-06-17T23:57:09.793,105,18.613,152.548,0.248,0.066,0.092,0.289,172.7,5.26,seeking_attention,8.032,disengaged,0.692,face_left_or_right+face_high_or_low,disengaged,0.694,face_left_or_right+face_high_or_low,"(62, 17, 177, 177)",0.034,2,2,0.576,0,63,0
2026-06-17T23:57:10.003,106,10.831,175.182,0.155,0.032,0.138,0.289,187.319,5.27,seeking_attention,8.235,disengaged,0.691,face_left_or_right+face_high_or_low,disengaged,0.694,face_left_or_right+face_high_or_low,"(65, 18, 175, 175)",0.0332,3,2,0.573,0,64,0
2026-06-17T23:57:10.231,107,5.286,196.353,0.177,0.045,0.066,0.247,202.646,5.24,seeking_attention,8.469,disengaged,0.693,face_left_or_right+face_high_or_low,disengaged,0.694,face_left_or_right+face_high_or_low,"(62, 15, 180, 180)",0.0352,2,2,0.583,0,65,0
2026-06-17T23:57:10.455,108,12.522,191.741,0.132,0.028,0.042,0.247,205.167,5.2,seeking_attention,8.688,disengaged,0.693,face_left_or_right+face_high_or_low,disengaged,0.693,face_left_or_right+face_high_or_low,"(63, 16, 178, 178)",0.0344,2,2,0.585,0,66,0
2026-06-17T23:57:10.640,109,5.891,160.413,0.121,0.029,0.052,0.247,167.179,5.28,seeking_attention,8.875,disengaged,0.692,face_left_or_right+face_high_or_low,disengaged,0.693,face_left_or_right+face_high_or_low,"(60, 17, 180, 180)",0.0352,2,2,0.578,0,67,0
2026-06-17T23:57:10.841,110,9.183,171.348,0.176,0.046,0.06,0.247,181.697,5.3,seeking_attention,9.079,disengaged,0.693,face_left_or_right+face_high_or_low,disengaged,0.693,face_left_or_right+face_high_or_low,"(60, 15, 181, 181)",0.0355,3,2,0.585,0,68,0
2026-06-17T23:57:11.036,111,11.216,163.179,0.123,0.029,0.044,0.247,175.861,5.34,seeking_attention,9.282,disengaged,0.692,face_left_or_right+face_high_or_low,disengaged,0.693,face_left_or_right+face_high_or_low,"(61, 15, 182, 182)",0.0359,2,2,0.587,0,69,0
2026-06-17T23:57:11.250,112,17.314,167.801,0.129,0.031,0.044,0.485,186.076,5.34,seeking_attention,9.485,disengaged,0.692,face_left_or_right+face_high_or_low,disengaged,0.692,face_left_or_right+face_high_or_low,"(62, 17, 179, 179)",0.0348,2,2,0.583,0,70,0
2026-06-17T23:57:11.463,113,6.042,187.108,0.119,0.03,0.045,0.485,194.09,5.32,seeking_attention,9.704,disengaged,0.693,face_left_or_right+face_high_or_low,disengaged,0.692,face_left_or_right+face_high_or_low,"(62, 17, 177, 177)",0.034,2,2,0.578,0,71,0
2026-06-17T23:57:11.657,114,13.963,160.339,0.115,0.027,0.049,0.485,175.272,5.36,seeking_attention,9.891,disengaged,0.693,face_left_or_right+face_high_or_low,disengaged,0.693,face_left_or_right+face_high_or_low,"(64, 19, 172, 172)",0.0321,3,2,0.571,0,72,0
2026-06-17T23:57:11.851,115,8.803,168.773,0.314,0.034,0.054,0.485,178.758,5.39,seeking_attention,10.094,disengaged,0.695,face_left_or_right+face_high_or_low,disengaged,0.693,face_left_or_right+face_high_or_low,"(61, 17, 176, 176)",0.0336,3,2,0.576,0,73,0
2026-06-17T23:57:12.063,116,14.828,174.247,0.118,0.028,0.045,0.485,190.075,5.37,seeking_attention,10.297,disengaged,0.694,face_left_or_right+face_high_or_low,disengaged,0.693,face_left_or_right+face_high_or_low,"(62, 16, 177, 177)",0.034,3,3,0.579,0,74,0
2026-06-17T23:57:12.309,117,20.049,195.609,0.186,0.053,0.073,0.233,216.888,5.3,seeking_attention,10.547,disengaged,0.693,face_left_or_right+face_high_or_low,disengaged,0.693,face_left_or_right+face_high_or_low,"(62, 15, 180, 180)",0.0352,3,3,0.582,0,75,0
2026-06-17T23:57:12.518,118,8.661,180.888,0.141,0.034,0.05,0.233,190.541,5.29,seeking_attention,10.75,disengaged,0.694,face_left_or_right+face_high_or_low,disengaged,0.693,face_left_or_right+face_high_or_low,"(62, 16, 177, 177)",0.034,3,2,0.577,0,76,0
2026-06-17T23:57:12.684,119,3.638,141.274,0.148,0.028,0.044,0.233,145.871,5.45,seeking_attention,10.922,disengaged,0.694,face_left_or_right+face_high_or_low,disengaged,0.693,face_left_or_right+face_high_or_low,"(64, 19, 171, 171)",0.0317,2,2,0.567,0,77,0
2026-06-17T23:57:12.878,120,12.116,163.108,0.242,0.043,0.068,0.233,176.43,5.47,seeking_attention,11.11,disengaged,0.691,face_left_or_right+face_high_or_low,disengaged,0.693,face_left_or_right+face_high_or_low,"(65, 18, 175, 175)",0.0332,2,2,0.567,0,78,0
2026-06-17T23:57:13.068,121,18.402,149.356,0.152,0.03,0.053,0.233,169.225,5.51,seeking_attention,11.313,disengaged,0.694,face_left_or_right+face_high_or_low,disengaged,0.693,face_left_or_right+face_high_or_low,"(62, 17, 175, 175)",0.0332,2,2,0.571,0,79,0
2026-06-17T23:57:13.263,122,4.383,171.541,0.135,0.029,0.048,0.233,177.0,5.53,seeking_attention,11.5,disengaged,0.694,face_left_or_right+face_high_or_low,disengaged,0.693,face_left_or_right+face_high_or_low,"(66, 19, 170, 170)",0.0314,3,3,0.564,0,80,0
2026-06-17T23:57:13.482,123,14.642,178.138,0.132,0.032,0.047,0.223,193.92,5.49,seeking_attention,11.719,disengaged,0.693,face_left_or_right+face_high_or_low,disengaged,0.693,face_left_or_right+face_high_or_low,"(63, 17, 176, 176)",0.0336,3,3,0.574,0,81,0
2026-06-17T23:57:13.707,124,15.645,189.912,0.118,0.027,0.042,0.223,206.676,5.43,seeking_attention,11.954,disengaged,0.695,face_left_or_right+face_high_or_low,disengaged,0.693,face_left_or_right+face_high_or_low,"(61, 14, 181, 181)",0.0355,2,2,0.584,0,82,0
2026-06-17T23:57:13.892,125,8.85,155.874,0.121,0.032,0.047,0.223,166.472,5.48,seeking_attention,12.125,disengaged,0.694,face_left_or_right+face_high_or_low,disengaged,0.693,face_left_or_right+face_high_or_low,"(64, 15, 177, 177)",0.034,3,3,0.577,0,83,0
2026-06-17T23:57:14.082,126,10.885,159.522,0.13,0.031,0.046,0.223,171.361,5.52,seeking_attention,12.329,disengaged,0.696,face_left_or_right+face_high_or_low,disengaged,0.694,face_left_or_right+face_high_or_low,"(60, 12, 181, 181)",0.0355,3,3,0.58,0,84,0
2026-06-17T23:57:14.275,127,7.057,167.248,0.248,0.034,0.057,0.223,175.473,5.54,seeking_attention,12.516,disengaged,0.693,face_left_or_right+face_high_or_low,disengaged,0.694,face_left_or_right+face_high_or_low,"(64, 16, 176, 176)",0.0336,2,2,0.572,0,85,0
2026-06-17T23:57:14.466,128,16.555,154.232,0.111,0.027,0.042,0.223,172.004,5.56,seeking_attention,12.704,disengaged,0.692,face_left_or_right+face_high_or_low,disengaged,0.694,face_left_or_right+face_high_or_low,"(71, 21, 164, 164)",0.0292,4,2,0.549,0,86,0
2026-06-17T23:57:14.678,129,11.853,176.102,0.157,0.038,0.059,0.3,188.968,5.54,seeking_attention,12.907,disengaged,0.694,face_left_or_right+face_high_or_low,disengaged,0.694,face_left_or_right+face_high_or_low,"(64, 15, 176, 176)",0.0336,3,3,0.568,0,87,0
2026-06-17T23:57:14.872,130,4.287,171.02,0.122,0.032,0.046,0.3,176.501,5.55,seeking_attention,13.11,disengaged,0.697,face_left_or_right+face_high_or_low,disengaged,0.694,face_left_or_right+face_high_or_low,"(62, 15, 174, 174)",0.0329,2,2,0.567,0,88,0
2026-06-17T23:57:15.061,131,13.863,156.449,0.113,0.028,0.045,0.3,171.275,5.58,seeking_attention,13.297,disengaged,0.697,face_left_or_right+face_high_or_low,disengaged,0.694,face_left_or_right+face_high_or_low,"(62, 12, 179, 179)",0.0348,3,3,0.574,0,89,0
2026-06-17T23:57:15.249,132,8.62,158.179,0.143,0.032,0.052,0.3,167.812,5.62,seeking_attention,13.485,disengaged,0.698,face_left_or_right+face_high_or_low,disengaged,0.695,face_left_or_right+face_high_or_low,"(64, 13, 174, 174)",0.0329,2,2,0.571,0,90,0
2026-06-17T23:57:15.452,133,11.832,172.464,0.467,0.049,0.099,0.3,185.653,5.59,seeking_attention,13.688,disengaged,0.696,face_left_or_right+face_high_or_low,disengaged,0.695,face_left_or_right+face_high_or_low,"(62, 14, 177, 177)",0.034,2,2,0.573,0,91,0
2026-06-17T23:57:15.647,134,10.202,165.13,0.122,0.038,0.05,0.3,176.324,5.6,seeking_attention,13.891,disengaged,0.697,face_left_or_right+face_high_or_low,disengaged,0.696,face_left_or_right+face_high_or_low,"(61, 11, 181, 181)",0.0355,3,2,0.583,0,92,0
2026-06-17T23:57:15.834,135,5.682,157.311,0.168,0.041,0.066,0.237,164.1,5.65,seeking_attention,14.063,disengaged,0.694,face_left_or_right+face_high_or_low,disengaged,0.695,face_left_or_right+face_high_or_low,"(56, 16, 180, 180)",0.0352,3,3,0.564,0,93,0
2026-06-17T23:57:16.038,136,5.779,177.534,0.118,0.034,0.045,0.237,184.744,5.63,seeking_attention,14.282,disengaged,0.696,face_left_or_right+face_high_or_low,disengaged,0.696,face_left_or_right+face_high_or_low,"(64, 16, 169, 169)",0.031,3,3,0.542,0,94,0
2026-06-17T23:57:16.223,137,18.086,144.334,0.112,0.029,0.045,0.237,163.127,5.68,seeking_attention,14.469,disengaged,0.7,face_left_or_right+face_high_or_low,disengaged,0.697,face_left_or_right+face_high_or_low,"(59, 14, 173, 173)",0.0325,4,3,0.564,0,95,0
2026-06-17T23:57:16.393,138,3.438,142.893,0.17,0.045,0.065,0.237,147.699,5.79,seeking_attention,14.625,disengaged,0.696,face_left_or_right+face_high_or_low,disengaged,0.697,face_left_or_right+face_high_or_low,"(65, 19, 166, 166)",0.0299,2,2,0.552,0,96,0
2026-06-17T23:57:16.584,139,8.762,160.151,0.166,0.041,0.061,0.237,170.038,5.8,seeking_attention,14.829,disengaged,0.699,face_left_or_right+face_high_or_low,disengaged,0.697,face_left_or_right+face_high_or_low,"(65, 19, 163, 163)",0.0288,3,3,0.554,0,97,0
2026-06-17T23:57:16.790,140,8.424,177.687,0.208,0.049,0.069,0.237,187.275,5.75,seeking_attention,15.032,disengaged,0.697,face_left_or_right+face_high_or_low,disengaged,0.697,face_left_or_right+face_high_or_low,"(60, 13, 177, 177)",0.034,3,3,0.563,0,98,0
2026-06-17T23:57:17.017,141,16.742,182.322,0.201,0.048,0.083,0.296,199.926,5.68,seeking_attention,15.25,disengaged,0.698,face_left_or_right+face_high_or_low,disengaged,0.697,face_left_or_right+face_high_or_low,"(53, 12, 184, 184)",0.0367,3,3,0.574,0,99,0
2026-06-17T23:57:17.231,142,6.414,184.497,0.162,0.043,0.05,0.296,191.872,5.63,seeking_attention,15.469,disengaged,0.697,face_left_or_right+face_high_or_low,disengaged,0.697,face_left_or_right+face_high_or_low,"(57, 14, 180, 180)",0.0352,3,3,0.579,0,100,0
2026-06-17T23:57:17.432,143,11.841,167.638,0.157,0.043,0.054,0.296,180.407,5.62,seeking_attention,15.672,disengaged,0.698,face_left_or_right+face_high_or_low,disengaged,0.697,face_left_or_right+face_high_or_low,"(56, 12, 183, 183)",0.0363,3,3,0.589,0,101,0
2026-06-17T23:57:17.639,144,11.565,174.121,0.174,0.036,0.055,0.296,186.6,5.59,seeking_attention,15.875,disengaged,0.698,face_left_or_right+face_high_or_low,disengaged,0.698,face_left_or_right+face_high_or_low,"(56, 12, 183, 183)",0.0363,3,3,0.595,0,102,0
2026-06-17T23:57:17.839,145,6.131,173.037,0.116,0.035,0.045,0.296,180.038,5.59,seeking_attention,16.079,disengaged,0.691,face_left_or_right+face_high_or_low,disengaged,0.697,face_left_or_right+face_high_or_low,"(63, 17, 177, 177)",0.034,3,3,0.564,0,103,0
2026-06-17T23:57:18.098,146,11.215,220.027,0.196,0.054,0.075,0.537,232.436,5.46,seeking_attention,16.329,disengaged,0.694,face_left_or_right+face_high_or_low,disengaged,0.697,face_left_or_right+face_high_or_low,"(62, 18, 173, 173)",0.0325,4,3,0.564,0,104,0
2026-06-17T23:57:18.322,147,21.437,180.496,0.133,0.039,0.059,0.537,202.938,5.41,seeking_attention,16.563,disengaged,0.695,face_left_or_right+face_high_or_low,disengaged,0.696,face_left_or_right+face_high_or_low,"(64, 20, 169, 169)",0.031,3,3,0.57,0,105,0
2026-06-17T23:57:18.511,148,15.352,153.399,0.128,0.091,0.114,0.537,170.017,5.46,seeking_attention,16.75,disengaged,0.696,face_left_or_right+face_high_or_low,disengaged,0.696,face_left_or_right+face_high_or_low,"(60, 16, 175, 175)",0.0332,3,3,0.571,0,106,0
2026-06-17T23:57:18.728,149,14.47,182.239,0.177,0.043,0.069,0.537,197.735,5.42,seeking_attention,16.969,disengaged,0.697,face_left_or_right+face_high_or_low,disengaged,0.696,face_left_or_right+face_high_or_low,"(57, 15, 179, 179)",0.0348,3,3,0.58,0,107,0
2026-06-17T23:57:18.947,150,17.637,182.125,0.13,0.029,0.051,0.537,200.659,5.37,seeking_attention,17.188,disengaged,0.696,face_left_or_right+face_high_or_low,disengaged,0.696,face_left_or_right+face_high_or_low,"(64, 19, 166, 166)",0.0299,3,3,0.547,0,108,0
2026-06-17T23:57:19.233,151,7.626,246.666,0.118,0.03,0.046,0.237,255.139,5.23,seeking_attention,17.469,disengaged,0.696,face_left_or_right+face_high_or_low,disengaged,0.696,face_left_or_right+face_high_or_low,"(57, 13, 181, 181)",0.0355,3,3,0.571,0,109,0
2026-06-17T23:57:19.458,152,11.642,194.007,0.174,0.042,0.064,0.237,206.567,5.19,seeking_attention,17.704,disengaged,0.697,face_left_or_right+face_high_or_low,disengaged,0.696,face_left_or_right+face_high_or_low,"(56, 13, 183, 183)",0.0363,3,3,0.589,0,110,0
2026-06-17T23:57:19.701,153,15.864,204.896,0.203,0.048,0.063,0.237,221.811,5.12,seeking_attention,17.938,disengaged,0.698,face_left_or_right+face_high_or_low,disengaged,0.696,face_left_or_right+face_high_or_low,"(56, 12, 182, 182)",0.0359,3,3,0.587,0,111,0
2026-06-17T23:57:19.934,154,8.443,204.293,0.154,0.049,0.074,0.237,213.752,5.08,seeking_attention,18.172,disengaged,0.698,face_left_or_right+face_high_or_low,disengaged,0.697,face_left_or_right+face_high_or_low,"(58, 10, 183, 183)",0.0363,3,3,0.583,0,112,0
2026-06-17T23:57:20.160,155,5.912,196.989,0.126,0.028,0.043,0.237,203.968,5.06,seeking_attention,18.407,disengaged,0.696,face_left_or_right+face_high_or_low,disengaged,0.697,face_left_or_right+face_high_or_low,"(59, 15, 177, 177)",0.034,4,3,0.57,0,113,0
2026-06-17T23:57:20.380,156,3.697,192.518,0.143,0.027,0.045,0.319,197.361,5.06,seeking_attention,18.61,disengaged,0.699,face_left_or_right+face_high_or_low,disengaged,0.697,face_left_or_right+face_high_or_low,"(58, 13, 178, 178)",0.0344,4,3,0.58,0,114,0
2026-06-17T23:57:20.622,157,6.603,204.265,0.159,0.04,0.059,0.319,211.886,5.03,seeking_attention,18.86,disengaged,0.698,face_left_or_right+face_high_or_low,disengaged,0.697,face_left_or_right+face_high_or_low,"(57, 13, 180, 180)",0.0352,3,3,0.585,0,115,0
2026-06-17T23:57:20.833,158,3.965,183.574,0.181,0.039,0.062,0.319,188.508,5.05,seeking_attention,19.079,disengaged,0.695,face_left_or_right+face_high_or_low,disengaged,0.697,face_left_or_right+face_high_or_low,"(55, 12, 187, 187)",0.0379,3,3,0.584,0,116,0
2026-06-17T23:57:21.036,159,11.913,169.767,0.253,0.066,0.081,0.319,182.521,5.1,seeking_attention,19.282,disengaged,0.695,face_left_or_right+face_high_or_low,disengaged,0.697,face_left_or_right+face_high_or_low,"(57, 14, 182, 182)",0.0359,2,2,0.586,0,117,0
2026-06-17T23:57:21.310,160,16.598,236.758,0.132,0.029,0.048,0.319,255.049,4.98,seeking_attention,19.547,disengaged,0.698,face_left_or_right+face_high_or_low,disengaged,0.697,face_left_or_right+face_high_or_low,"(59, 14, 176, 176)",0.0336,2,2,0.567,0,118,0
2026-06-17T23:57:21.557,161,18.463,200.437,0.154,0.043,0.064,0.21,219.99,4.94,seeking_attention,19.782,disengaged,0.697,face_left_or_right+face_high_or_low,disengaged,0.697,face_left_or_right+face_high_or_low,"(58, 15, 178, 178)",0.0344,2,2,0.578,0,119,0
2026-06-17T23:57:21.802,162,4.271,222.188,0.295,0.058,0.085,0.21,228.16,4.88,seeking_attention,20.047,disengaged,0.695,face_left_or_right+face_high_or_low,disengaged,0.697,face_left_or_right+face_high_or_low,"(58, 18, 176, 176)",0.0336,2,2,0.574,0,120,0
2026-06-17T23:57:22.020,163,17.929,177.834,0.159,0.04,0.064,0.21,196.755,4.9,seeking_attention,20.266,disengaged,0.696,face_left_or_right+face_high_or_low,disengaged,0.697,face_left_or_right+face_high_or_low,"(62, 19, 170, 170)",0.0314,2,2,0.561,0,121,0
2026-06-17T23:57:22.210,164,7.099,162.225,0.233,0.098,0.135,0.21,170.618,5.0,seeking_attention,20.454,disengaged,0.697,face_left_or_right+face_high_or_low,disengaged,0.697,face_left_or_right+face_high_or_low,"(59, 15, 177, 177)",0.034,2,2,0.576,0,122,0
2026-06-17T23:57:22.407,165,7.25,168.352,0.179,0.041,0.066,0.21,176.682,5.06,seeking_attention,20.641,disengaged,0.697,face_left_or_right+face_high_or_low,disengaged,0.696,face_left_or_right+face_high_or_low,"(59, 16, 177, 177)",0.034,2,2,0.582,0,123,0
2026-06-17T23:57:22.622,166,10.838,177.973,0.127,0.031,0.047,0.25,189.698,5.08,seeking_attention,20.86,disengaged,0.696,face_left_or_right+face_high_or_low,disengaged,0.696,face_left_or_right+face_high_or_low,"(62, 17, 173, 173)",0.0325,2,2,0.57,0,124,0
2026-06-17T23:57:22.845,167,14.033,189.44,0.124,0.031,0.045,0.25,204.453,5.06,seeking_attention,21.079,disengaged,0.696,face_left_or_right+face_high_or_low,disengaged,0.696,face_left_or_right+face_high_or_low,"(63, 19, 169, 169)",0.031,2,2,0.566,0,125,0
2026-06-17T23:57:23.030,168,8.534,156.579,0.129,0.033,0.067,0.25,166.898,5.16,seeking_attention,21.266,disengaged,0.696,face_left_or_right+face_high_or_low,disengaged,0.696,face_left_or_right+face_high_or_low,"(62, 20, 169, 169)",0.031,3,3,0.568,0,126,0
2026-06-17T23:57:23.250,169,9.288,189.913,0.126,0.032,0.051,0.25,200.153,5.14,seeking_attention,21.485,disengaged,0.696,face_left_or_right+face_high_or_low,disengaged,0.696,face_left_or_right+face_high_or_low,"(59, 18, 174, 174)",0.0329,5,4,0.573,0,127,0
2026-06-17T23:57:23.459,170,4.235,181.339,0.112,0.035,0.058,0.25,186.51,5.16,seeking_attention,21.704,disengaged,0.694,face_left_or_right+face_high_or_low,disengaged,0.696,face_left_or_right+face_high_or_low,"(62, 19, 172, 172)",0.0321,4,3,0.569,0,128,0
2026-06-17T23:57:23.688,171,14.851,185.195,0.133,0.031,0.053,0.548,201.098,5.14,seeking_attention,21.922,disengaged,0.695,face_left_or_right+face_high_or_low,disengaged,0.696,face_left_or_right+face_high_or_low,"(61, 22, 166, 166)",0.0299,2,2,0.548,0,129,0
2026-06-17T23:57:24.037,172,11.228,319.389,0.157,0.028,0.045,0.548,331.583,4.93,seeking_attention,22.282,disengaged,0.696,face_left_or_right+face_high_or_low,disengaged,0.696,face_left_or_right+face_high_or_low,"(62, 22, 166, 166)",0.0299,2,2,0.565,0,130,0
2026-06-17T23:57:24.237,173,19.15,162.718,0.151,0.039,0.062,0.548,182.696,4.99,seeking_attention,22.469,disengaged,0.697,face_left_or_right+face_high_or_low,disengaged,0.696,face_left_or_right+face_high_or_low,"(62, 20, 168, 168)",0.0306,2,2,0.565,0,131,0
2026-06-17T23:57:24.451,174,15.889,174.829,0.225,0.077,0.115,0.548,191.955,5.01,seeking_attention,22.688,disengaged,0.697,face_left_or_right+face_high_or_low,disengaged,0.696,face_left_or_right+face_high_or_low,"(62, 20, 168, 168)",0.0306,2,2,0.572,0,132,0
2026-06-17T23:57:24.662,175,5.686,182.163,0.116,0.028,0.043,0.548,188.802,5.04,seeking_attention,22.907,disengaged,0.697,face_left_or_right+face_high_or_low,disengaged,0.696,face_left_or_right+face_high_or_low,"(60, 18, 172, 172)",0.0321,2,2,0.574,0,133,0
2026-06-17T23:57:24.877,176,18.805,171.44,0.172,0.105,0.1,0.326,191.435,5.06,seeking_attention,23.11,disengaged,0.696,face_left_or_right+face_high_or_low,disengaged,0.696,face_left_or_right+face_high_or_low,"(63, 21, 165, 165)",0.0295,2,2,0.558,0,134,0
2026-06-17T23:57:25.078,177,15.881,162.285,0.131,0.032,0.051,0.326,179.413,5.11,seeking_attention,23.313,disengaged,0.697,face_left_or_right+face_high_or_low,disengaged,0.696,face_left_or_right+face_high_or_low,"(62, 21, 166, 166)",0.0299,3,2,0.565,0,135,0
2026-06-17T23:57:25.252,178,3.446,150.959,0.247,0.034,0.057,0.326,155.579,5.24,seeking_attention,23.485,disengaged,0.694,face_left_or_right+face_high_or_low,disengaged,0.696,face_left_or_right+face_high_or_low,"(63, 22, 167, 167)",0.0303,4,3,0.561,0,136,0
2026-06-17T23:57:25.438,179,14.527,148.766,0.251,0.042,0.063,0.326,165.036,5.32,seeking_attention,23.672,disengaged,0.694,face_left_or_right+face_high_or_low,disengaged,0.696,face_left_or_right+face_high_or_low,"(59, 20, 173, 173)",0.0325,2,2,0.568,0,137,0
2026-06-17T23:57:25.659,180,17.303,183.699,0.119,0.028,0.044,0.326,201.975,5.28,seeking_attention,23.891,disengaged,0.695,face_left_or_right+face_high_or_low,disengaged,0.696,face_left_or_right+face_high_or_low,"(61, 22, 168, 168)",0.0306,3,3,0.565,0,138,0
2026-06-17T23:57:25.895,181,16.849,196.161,0.114,0.029,0.044,0.227,213.95,5.22,seeking_attention,24.125,engaged,0.895,face_centered,disengaged,0.696,face_left_or_right+face_high_or_low,"(528, 268, 285, 285)",0.0881,3,2,0.517,0,139,0
2026-06-17T23:57:26.113,182,13.483,186.431,0.228,0.105,0.133,0.227,201.039,5.2,seeking_attention,24.36,engaged,0.94,face_centered,disengaged,0.696,face_left_or_right+face_high_or_low,"(520, 242, 305, 305)",0.1009,2,2,0.926,0,140,0
2026-06-17T23:57:26.331,183,10.212,186.484,0.131,0.029,0.045,0.227,197.601,5.18,seeking_attention,24.563,engaged,0.937,face_centered,disengaged,0.696,face_left_or_right+face_high_or_low,"(488, 198, 383, 383)",0.1592,2,1,0.911,0,141,0
2026-06-17T23:57:26.553,184,13.195,191.342,0.106,0.034,0.063,0.227,205.587,5.15,seeking_attention,24.797,engaged,0.942,face_centered,engaged,0.55,unstable_window_face_centered,"(490, 192, 386, 386)",0.1617,2,2,0.963,1,0,0
2026-06-17T23:57:26.810,185,12.611,219.392,0.144,0.064,0.053,0.228,232.981,5.07,engaged,0.0,engaged,0.935,face_centered,engaged,0.93,face_centered,"(475, 160, 439, 439)",0.2091,2,2,0.929,2,0,0
2026-06-17T23:57:27.044,186,5.918,210.863,0.121,0.026,0.051,0.228,217.676,5.02,engaged,0.235,engaged,0.933,face_centered,engaged,0.931,face_centered,"(468, 163, 448, 448)",0.2178,3,3,0.956,3,0,0
2026-06-17T23:57:27.251,187,5.793,179.759,0.137,0.031,0.069,0.228,186.569,5.05,engaged,0.438,engaged,0.912,face_centered,engaged,0.928,face_centered,"(480, 191, 431, 431)",0.2016,2,2,0.926,4,0,0
2026-06-17T23:57:27.465,188,18.808,178.219,0.123,0.026,0.049,0.228,198.009,5.05,engaged,0.657,engaged,0.911,face_centered,engaged,0.926,face_centered,"(477, 201, 427, 427)",0.1978,3,2,0.943,5,0,0
2026-06-17T23:57:27.675,189,5.972,185.875,0.111,0.022,0.043,0.228,192.706,5.07,engaged,0.86,engaged,0.916,face_centered,engaged,0.925,face_centered,"(476, 198, 425, 425)",0.196,2,2,0.953,6,0,0
2026-06-17T23:57:27.884,190,11.887,170.773,0.169,0.037,0.068,0.225,183.624,5.1,engaged,1.078,engaged,0.926,face_centered,engaged,0.928,face_centered,"(476, 204, 406, 406)",0.1789,2,2,0.943,7,0,0
2026-06-17T23:57:28.108,191,10.687,195.373,0.117,0.025,0.047,0.225,206.895,5.08,engaged,1.297,engaged,0.931,face_centered,engaged,0.927,face_centered,"(473, 192, 416, 416)",0.1878,4,3,0.953,8,0,0
2026-06-17T23:57:28.277,192,7.896,140.064,0.131,0.026,0.043,0.225,149.705,5.24,engaged,1.469,engaged,0.941,face_centered,engaged,0.927,face_centered,"(482, 194, 392, 392)",0.1667,1,1,0.948,9,0,0
2026-06-17T23:57:28.482,193,12.064,171.096,0.166,0.027,0.052,0.225,184.164,5.26,engaged,1.672,engaged,0.938,face_centered,engaged,0.927,face_centered,"(495, 206, 372, 372)",0.1502,1,1,0.958,10,0,0
2026-06-17T23:57:28.686,194,11.029,173.487,0.175,0.037,0.061,0.225,185.592,5.27,engaged,1.875,engaged,0.938,face_centered,engaged,0.927,face_centered,"(494, 226, 350, 350)",0.1329,1,1,0.936,11,0,0
2026-06-17T23:57:28.906,195,7.8,185.613,0.124,0.028,0.047,0.436,194.28,5.26,engaged,2.094,engaged,0.939,face_centered,engaged,0.928,face_centered,"(506, 253, 308, 308)",0.1029,2,2,0.93,12,0,0
2026-06-17T23:57:29.123,196,5.287,190.668,0.119,0.023,0.041,0.436,196.961,5.24,engaged,2.313,engaged,0.938,face_centered,engaged,0.931,face_centered,"(505, 268, 296, 296)",0.0951,3,3,0.94,13,0,0
2026-06-17T23:57:29.309,197,5.266,162.967,0.119,0.025,0.045,0.436,169.159,5.31,engaged,2.5,engaged,0.936,face_centered,engaged,0.934,face_centered,"(500, 283, 288, 288)",0.09,4,3,0.933,14,0,0
2026-06-17T23:57:29.536,198,18.18,188.558,0.16,0.034,0.06,0.436,207.737,5.26,engaged,2.735,engaged,0.932,face_centered,engaged,0.935,face_centered,"(498, 283, 296, 296)",0.0951,3,3,0.951,15,0,0
2026-06-17T23:57:29.740,199,8.115,176.297,0.11,0.025,0.043,0.436,185.262,5.27,engaged,2.938,engaged,0.911,face_centered,engaged,0.934,face_centered,"(517, 294, 289, 289)",0.0906,2,2,0.916,16,0,0
2026-06-17T23:57:29.969,200,5.236,197.763,0.184,0.04,0.079,0.214,204.163,5.23,engaged,3.157,engaged,0.909,face_centered,engaged,0.931,face_centered,"(522, 298, 279, 279)",0.0845,3,3,0.935,17,0,0
2026-06-17T23:57:30.171,201,10.746,170.166,0.162,0.037,0.062,0.214,182.052,5.26,engaged,3.36,engaged,0.904,face_centered,engaged,0.927,face_centered,"(525, 302, 277, 277)",0.0833,3,3,0.927,18,0,0
2026-06-17T23:57:30.360,202,11.109,156.913,0.284,0.059,0.094,0.214,170.203,5.32,engaged,3.547,engaged,0.906,face_centered,engaged,0.924,face_centered,"(524, 301, 281, 281)",0.0857,4,3,0.94,19,0,0
