timestamp,capture_ms,engagement_detection_ms,state_machine_ms,command_build_ms,total_loop_ms,state,engagement_status,engagement_confidence,engagement_reason
2026-06-17T22:32:02.952,4.017,69.777,0.015,0.037,74.659,engaged,engaged,0.874,face_centered
2026-06-17T22:32:03.048,4.039,77.843,0.076,0.11,82.818,engaged,engaged,0.875,face_centered
2026-06-17T22:32:03.146,3.417,76.979,0.067,0.371,81.521,engaged,engaged,0.874,face_centered
2026-06-17T22:32:03.227,3.58,69.698,0.022,0.055,73.827,engaged,engaged,0.874,face_centered
2026-06-17T22:32:03.319,4.843,72.992,0.042,0.034,78.537,engaged,engaged,0.874,face_centered
2026-06-17T22:32:03.416,3.81,75.807,0.015,0.036,80.66,engaged,engaged,0.874,face_centered
2026-06-17T22:32:03.502,3.733,74.299,0.027,0.068,78.519,engaged,engaged,0.872,face_centered
2026-06-17T22:32:03.590,3.707,71.376,0.016,0.038,76.128,engaged,engaged,0.87,face_centered
2026-06-17T22:32:03.675,3.529,71.152,0.018,0.043,75.395,engaged,engaged,0.874,face_centered
2026-06-17T22:32:03.755,3.452,70.287,0.018,0.041,74.319,engaged,engaged,0.869,face_centered
2026-06-17T22:32:03.826,3.315,60.304,0.015,0.036,64.34,engaged,engaged,0.869,face_centered
2026-06-17T22:32:03.908,12.242,58.706,0.015,0.036,71.679,engaged,engaged,0.866,face_centered
2026-06-17T22:32:03.995,5.363,70.482,0.014,0.035,76.498,engaged,engaged,0.866,face_centered
2026-06-17T22:32:04.084,5.328,67.191,0.014,0.034,73.03,engaged,engaged,0.869,face_centered
2026-06-17T22:32:04.169,3.478,75.665,0.014,0.033,79.676,engaged,engaged,0.872,face_centered
2026-06-17T22:32:04.253,3.854,67.469,0.021,0.049,72.318,engaged,engaged,0.868,face_centered
2026-06-17T22:32:04.325,4.37,61.268,0.022,0.05,66.521,engaged,engaged,0.87,face_centered
2026-06-17T22:32:04.409,6.928,59.897,0.014,0.036,67.497,engaged,engaged,0.869,face_centered
2026-06-17T22:32:04.504,6.238,67.14,0.02,0.05,74.436,engaged,engaged,0.869,face_centered
2026-06-17T22:32:04.575,3.893,61.868,0.015,0.035,66.616,engaged,engaged,0.871,face_centered
2026-06-17T22:32:04.667,4.918,72.414,0.052,0.078,78.0,engaged,engaged,0.875,face_centered
2026-06-17T22:32:04.732,3.309,58.652,0.026,0.052,62.613,engaged,engaged,0.881,face_centered
2026-06-17T22:32:04.810,3.327,59.373,0.016,0.038,63.389,engaged,engaged,0.878,face_centered
2026-06-17T22:32:04.903,18.968,58.129,0.019,0.044,77.8,engaged,engaged,0.876,face_centered
2026-06-17T22:32:04.982,5.942,72.399,0.037,0.046,79.427,engaged,engaged,0.876,face_centered
2026-06-17T22:32:05.071,3.467,72.567,0.016,0.038,76.762,engaged,engaged,0.884,face_centered
2026-06-17T22:32:05.165,3.425,71.248,0.013,0.032,75.314,engaged,engaged,0.877,face_centered
2026-06-17T22:32:05.243,4.107,67.795,0.019,0.063,72.464,engaged,engaged,0.876,face_centered
2026-06-17T22:32:05.331,3.225,70.499,0.02,0.045,74.341,engaged,engaged,0.883,face_centered
2026-06-17T22:32:05.416,3.843,64.674,0.023,0.058,69.103,engaged,engaged,0.872,face_centered
2026-06-17T22:32:05.503,3.587,66.908,0.018,0.045,71.068,engaged,engaged,0.879,face_centered
2026-06-17T22:32:05.586,5.943,68.352,0.042,0.034,75.247,engaged,engaged,0.879,face_centered
2026-06-17T22:32:05.665,3.828,70.509,0.017,0.044,75.004,engaged,engaged,0.871,face_centered
2026-06-17T22:32:05.750,3.174,67.826,0.013,0.033,71.686,engaged,engaged,0.87,face_centered
2026-06-17T22:32:05.833,5.187,70.556,0.016,0.049,76.354,engaged,engaged,0.882,face_centered
2026-06-17T22:32:05.918,3.311,62.547,0.033,0.083,66.598,engaged,engaged,0.88,face_centered
2026-06-17T22:32:06.020,4.879,77.737,0.074,0.175,83.483,engaged,engaged,0.875,face_centered
2026-06-17T22:32:06.124,15.716,76.675,0.038,0.054,93.069,engaged,engaged,0.872,face_centered
2026-06-17T22:32:06.223,4.294,74.708,0.033,0.067,79.742,engaged,engaged,0.878,face_centered
2026-06-17T22:32:06.322,3.31,80.017,0.025,0.077,83.947,engaged,engaged,0.872,face_centered
2026-06-17T22:32:06.408,3.393,65.475,0.016,0.041,69.498,engaged,engaged,0.872,face_centered
2026-06-17T22:32:06.503,6.254,82.009,0.014,0.036,89.082,engaged,engaged,0.873,face_centered
2026-06-17T22:32:06.597,3.854,78.029,0.014,0.036,82.446,engaged,engaged,0.875,face_centered
2026-06-17T22:32:06.686,4.721,76.668,0.016,0.036,82.09,engaged,engaged,0.878,face_centered
2026-06-17T22:32:06.768,5.053,69.703,0.016,0.04,75.343,engaged,engaged,0.876,face_centered
2026-06-17T22:32:06.855,3.699,64.879,0.016,0.04,69.242,engaged,engaged,0.875,face_centered
2026-06-17T22:32:06.937,4.843,68.58,0.035,0.085,74.466,engaged,engaged,0.871,face_centered
2026-06-17T22:32:07.016,3.589,66.552,0.027,0.041,70.835,engaged,engaged,0.871,face_centered
2026-06-17T22:32:07.103,3.283,71.554,0.014,0.035,75.472,engaged,engaged,0.869,face_centered
2026-06-17T22:32:07.195,5.659,72.054,0.017,0.044,78.384,engaged,engaged,0.869,face_centered
2026-06-17T22:32:07.276,3.433,74.545,0.019,0.048,78.608,engaged,engaged,0.874,face_centered
2026-06-17T22:32:07.369,3.479,71.346,0.016,0.037,76.054,engaged,engaged,0.877,face_centered
2026-06-17T22:32:07.465,5.857,74.214,0.015,0.037,80.654,engaged,engaged,0.87,face_centered
2026-06-17T22:32:07.553,3.372,77.729,0.016,0.039,81.813,engaged,engaged,0.869,face_centered
2026-06-17T22:32:07.656,3.413,88.187,0.016,0.037,92.216,engaged,engaged,0.875,face_centered
2026-06-17T22:32:07.743,3.362,71.89,0.016,0.04,75.852,engaged,engaged,0.883,face_centered
2026-06-17T22:32:07.840,4.666,74.316,0.013,0.034,79.48,engaged,engaged,0.873,face_centered
2026-06-17T22:32:07.920,3.647,66.309,0.015,0.036,70.658,engaged,engaged,0.876,face_centered
2026-06-17T22:32:08.006,3.491,66.492,0.017,0.041,70.576,engaged,engaged,0.873,face_centered
2026-06-17T22:32:08.098,5.954,71.202,0.021,0.056,77.932,engaged,engaged,0.873,face_centered
2026-06-17T22:32:08.195,5.586,75.959,0.017,0.043,82.201,engaged,engaged,0.869,face_centered
2026-06-17T22:32:08.275,3.431,74.218,0.015,0.036,78.242,engaged,engaged,0.875,face_centered
2026-06-17T22:32:08.369,4.805,72.241,0.017,0.043,77.7,engaged,engaged,0.883,face_centered
2026-06-17T22:32:08.461,3.209,78.388,0.021,0.053,82.34,engaged,engaged,0.869,face_centered
2026-06-17T22:32:08.542,3.742,73.977,0.056,0.143,78.531,engaged,engaged,0.865,face_centered
2026-06-17T22:32:08.636,4.158,67.793,0.036,0.089,72.835,engaged,engaged,0.873,face_centered
2026-06-17T22:32:08.736,3.398,85.047,0.022,0.054,89.648,engaged,engaged,0.877,face_centered
2026-06-17T22:32:08.814,3.554,61.265,0.037,0.089,66.033,engaged,engaged,0.868,face_centered
2026-06-17T22:32:08.895,3.488,64.126,0.027,0.041,68.243,engaged,engaged,0.871,face_centered
2026-06-17T22:32:08.974,5.536,67.685,0.013,0.037,73.986,engaged,engaged,0.871,face_centered
2026-06-17T22:32:09.056,3.338,63.513,0.016,0.037,67.529,engaged,engaged,0.866,face_centered
2026-06-17T22:32:09.137,3.672,71.048,0.013,0.034,75.309,engaged,engaged,0.877,face_centered
2026-06-17T22:32:09.221,3.996,71.321,0.023,0.056,76.044,engaged,engaged,0.871,face_centered
2026-06-17T22:32:09.304,3.487,66.122,0.014,0.036,70.142,engaged,engaged,0.876,face_centered
2026-06-17T22:32:09.395,3.24,66.3,0.013,0.037,70.232,engaged,engaged,0.875,face_centered
2026-06-17T22:32:09.486,4.37,75.19,0.034,0.064,80.163,engaged,engaged,0.875,face_centered
2026-06-17T22:32:09.575,4.397,74.229,0.016,0.038,79.504,engaged,engaged,0.875,face_centered
2026-06-17T22:32:09.654,3.221,63.888,0.02,0.049,67.72,engaged,engaged,0.877,face_centered
2026-06-17T22:32:09.741,3.954,74.71,0.016,0.038,79.498,engaged,engaged,0.874,face_centered
2026-06-17T22:32:09.837,4.194,74.147,0.017,0.039,78.937,engaged,engaged,0.871,face_centered
2026-06-17T22:32:09.905,3.3,58.455,0.026,0.063,62.497,engaged,engaged,0.871,face_centered
2026-06-17T22:32:09.986,3.312,60.744,0.018,0.043,64.676,engaged,engaged,0.877,face_centered
2026-06-17T22:32:10.070,16.156,60.397,0.014,0.035,77.199,engaged,engaged,0.872,face_centered
2026-06-17T22:32:10.153,5.383,64.009,0.024,0.06,70.053,engaged,engaged,0.872,face_centered
2026-06-17T22:32:10.238,3.267,72.891,0.026,0.054,76.75,disengaged,disengaged,0.65,face_too_small
2026-06-17T22:32:10.321,4.334,65.085,0.087,0.121,70.554,engaged,engaged,0.682,face_centered
2026-06-17T22:32:10.405,4.044,68.09,0.028,0.062,73.084,engaged,engaged,0.86,face_centered
2026-06-17T22:32:10.480,3.359,61.493,0.017,0.036,65.472,disengaged,disengaged,0.65,face_too_small
2026-06-17T22:32:10.571,10.011,67.015,0.015,0.036,78.049,engaged,engaged,0.68,face_centered
2026-06-17T22:32:10.660,5.367,67.2,0.018,0.039,73.225,engaged,engaged,0.68,face_centered
2026-06-17T22:32:10.740,3.389,72.057,0.016,0.034,75.99,engaged,engaged,0.689,face_centered
2026-06-17T22:32:10.824,3.351,62.781,0.015,0.038,66.729,engaged,engaged,0.675,face_centered
2026-06-17T22:32:10.895,3.963,58.447,0.018,0.045,63.176,engaged,engaged,0.668,face_centered
2026-06-17T22:32:10.966,4.743,59.827,0.015,0.037,65.102,engaged,engaged,0.684,face_centered
2026-06-17T22:32:11.068,19.422,62.278,0.016,0.042,82.386,engaged,engaged,0.677,face_centered
2026-06-17T22:32:11.149,5.329,66.733,0.016,0.041,72.747,engaged,engaged,0.677,face_centered
2026-06-17T22:32:11.238,5.176,77.16,0.014,0.032,82.858,engaged,engaged,0.677,face_centered
2026-06-17T22:32:11.325,3.366,67.27,0.021,0.047,71.535,engaged,engaged,0.689,face_centered
2026-06-17T22:32:11.404,3.678,65.347,0.021,0.052,69.687,engaged,engaged,0.673,face_centered
2026-06-17T22:32:11.481,3.358,63.471,0.016,0.04,68.08,engaged,engaged,0.691,face_centered
2026-06-17T22:32:11.565,7.344,63.079,0.014,0.034,72.213,engaged,engaged,0.687,face_centered
2026-06-17T22:32:11.649,5.274,63.596,0.017,0.042,69.78,engaged,engaged,0.687,face_centered
2026-06-17T22:32:11.744,4.008,78.701,0.017,0.038,83.517,engaged,engaged,0.674,face_centered
2026-06-17T22:32:11.823,3.237,63.14,0.02,0.04,67.021,disengaged,disengaged,0.651,face_high_or_low
2026-06-17T22:32:11.902,3.94,68.951,0.017,0.038,73.533,engaged,engaged,0.674,face_centered
2026-06-17T22:32:11.976,3.733,61.084,0.014,0.033,65.404,engaged,engaged,0.674,face_centered
2026-06-17T22:32:12.066,5.523,66.86,0.016,0.037,73.018,engaged,engaged,0.674,face_centered
2026-06-17T22:32:12.141,3.222,62.266,0.041,0.082,66.132,disengaged,disengaged,0.751,face_high_or_low+face_too_small
2026-06-17T22:32:12.228,5.46,71.57,0.032,0.064,77.688,disengaged,disengaged,0.65,face_too_small
2026-06-17T22:32:12.305,3.343,60.394,0.027,0.062,64.468,engaged,engaged,0.669,face_centered
2026-06-17T22:32:12.375,3.938,63.348,0.017,0.035,67.873,disengaged,disengaged,0.589,face_high_or_low
2026-06-17T22:32:12.469,3.991,67.727,0.02,0.051,72.671,engaged,engaged,0.679,face_centered
2026-06-17T22:32:12.559,6.345,71.293,0.016,0.036,78.532,engaged,engaged,0.679,face_centered
2026-06-17T22:32:12.636,3.697,62.145,0.063,0.102,66.601,engaged,engaged,0.688,face_centered
2026-06-17T22:32:12.718,3.455,69.519,0.017,0.042,73.66,engaged,engaged,0.665,face_centered
2026-06-17T22:32:12.795,3.141,65.7,0.019,0.047,69.481,engaged,engaged,0.673,face_centered
2026-06-17T22:32:12.867,3.617,60.412,0.029,0.06,64.695,engaged,engaged,0.674,face_centered
2026-06-17T22:32:12.971,26.85,59.043,0.04,0.075,87.126,disengaged,disengaged,0.65,face_too_small
2026-06-17T22:32:13.053,3.662,75.404,0.02,0.04,79.743,disengaged,disengaged,0.65,face_too_small
2026-06-17T22:32:13.125,3.732,58.082,0.019,0.04,62.446,disengaged,disengaged,0.65,face_too_small
2026-06-17T22:32:13.208,3.448,61.675,0.019,0.037,65.729,disengaged,disengaged,0.65,face_too_small
2026-06-17T22:32:13.270,3.781,56.631,0.016,0.039,61.079,engaged,engaged,0.687,face_centered
2026-06-17T22:32:13.365,3.78,59.707,0.018,0.037,64.329,disengaged,disengaged,0.65,face_too_small
2026-06-17T22:32:13.468,30.196,62.452,0.017,0.035,93.352,disengaged,disengaged,0.65,face_too_small
2026-06-17T22:32:13.549,5.365,69.407,0.022,0.044,75.456,disengaged,disengaged,0.65,face_too_small
2026-06-17T22:32:13.623,3.448,58.604,0.019,0.031,62.783,engaged,engaged,0.664,face_centered
2026-06-17T22:32:13.702,3.479,64.927,0.02,0.051,68.975,engaged,engaged,0.681,face_centered
2026-06-17T22:32:13.770,6.292,58.697,0.026,0.089,65.747,engaged,engaged,0.672,face_centered
2026-06-17T22:32:13.854,3.565,58.111,0.018,0.043,62.39,engaged,engaged,0.666,face_centered
2026-06-17T22:32:13.951,32.432,59.159,0.022,0.042,92.21,disengaged,disengaged,0.65,face_too_small
2026-06-17T22:32:14.046,4.253,69.782,0.02,0.04,74.715,disengaged,disengaged,0.65,face_too_small
2026-06-17T22:32:14.120,3.487,60.195,0.016,0.039,64.279,engaged,engaged,0.677,face_centered
2026-06-17T22:32:14.203,3.858,70.287,0.02,0.04,75.087,disengaged,disengaged,0.756,face_high_or_low+face_too_small
2026-06-17T22:32:14.279,4.887,58.281,0.03,0.037,63.915,disengaged,disengaged,0.756,face_high_or_low+face_too_small
2026-06-17T22:32:14.356,9.013,59.673,0.017,0.038,69.814,disengaged,disengaged,0.756,face_high_or_low+face_too_small
2026-06-17T22:32:14.440,5.209,61.918,0.05,0.093,67.843,disengaged,disengaged,0.65,face_too_small
2026-06-17T22:32:14.521,4.944,66.536,0.019,0.037,72.107,disengaged,disengaged,0.65,face_too_small
2026-06-17T22:32:14.597,4.477,60.316,0.033,0.072,65.471,engaged,engaged,0.673,face_centered
2026-06-17T22:32:14.669,3.603,63.566,0.016,0.039,67.986,engaged,engaged,0.68,face_centered
2026-06-17T22:32:14.748,3.446,57.749,0.017,0.042,61.83,engaged,engaged,0.678,face_centered
2026-06-17T22:32:14.827,5.571,64.412,0.023,0.035,70.639,engaged,engaged,0.678,face_centered
2026-06-17T22:32:14.895,4.604,58.941,0.018,0.045,64.216,engaged,engaged,0.663,face_centered
2026-06-17T22:32:14.979,3.208,62.452,0.041,0.066,66.453,engaged,engaged,0.669,face_centered
2026-06-17T22:32:15.048,3.314,57.375,0.018,0.048,61.351,engaged,engaged,0.681,face_centered
2026-06-17T22:32:15.149,17.842,61.953,0.029,0.058,80.487,disengaged,disengaged,0.65,face_too_small
2026-06-17T22:32:15.231,4.12,64.175,0.02,0.042,68.967,disengaged,disengaged,0.65,face_too_small
2026-06-17T22:32:15.321,3.664,72.725,0.032,0.062,77.036,disengaged,disengaged,0.65,face_too_small
2026-06-17T22:32:15.405,4.131,68.692,0.027,0.051,73.724,disengaged,disengaged,0.65,face_too_small
2026-06-17T22:32:15.488,4.517,65.866,0.033,0.064,71.033,disengaged,disengaged,0.65,face_too_small
2026-06-17T22:32:15.582,5.61,74.342,0.021,0.042,80.794,disengaged,disengaged,0.65,face_too_small
2026-06-17T22:32:15.662,3.197,63.948,0.013,0.034,67.793,engaged,engaged,0.687,face_centered
2026-06-17T22:32:15.753,4.459,73.906,0.027,0.065,78.952,engaged,engaged,0.687,face_centered
2026-06-17T22:32:15.844,3.751,76.659,0.014,0.033,81.243,engaged,engaged,0.678,face_centered
2026-06-17T22:32:15.924,3.13,67.353,0.014,0.035,71.233,engaged,engaged,0.671,face_centered
2026-06-17T22:32:16.006,3.553,64.289,0.016,0.037,68.446,engaged,engaged,0.67,face_centered
2026-06-17T22:32:16.090,3.647,69.005,0.017,0.04,73.236,engaged,engaged,0.67,face_centered
2026-06-17T22:32:16.166,3.568,61.596,0.017,0.042,65.823,engaged,engaged,0.673,face_centered
2026-06-17T22:32:16.248,5.431,66.456,0.015,0.037,72.814,engaged,engaged,0.673,face_centered
2026-06-17T22:32:16.336,3.698,75.867,0.014,0.035,80.151,engaged,engaged,0.666,face_centered
2026-06-17T22:32:16.428,3.831,73.429,0.021,0.051,78.032,engaged,engaged,0.667,face_centered
2026-06-17T22:32:16.510,3.318,67.444,0.014,0.034,71.286,engaged,engaged,0.669,face_centered
2026-06-17T22:32:16.602,3.308,78.305,0.033,0.076,82.191,engaged,engaged,0.673,face_centered
2026-06-17T22:32:16.693,5.237,72.037,0.017,0.034,78.174,disengaged,disengaged,0.65,face_too_small
2026-06-17T22:32:16.771,3.465,68.682,0.026,0.053,72.831,disengaged,disengaged,0.65,face_too_small
2026-06-17T22:32:16.869,3.554,70.185,0.018,0.041,74.408,engaged,engaged,0.666,face_centered
2026-06-17T22:32:16.951,3.619,63.011,0.02,0.049,67.361,engaged,engaged,0.668,face_centered
2026-06-17T22:32:17.032,5.155,66.077,0.018,0.038,71.921,engaged,engaged,0.668,face_centered
2026-06-17T22:32:17.107,3.43,66.658,0.023,0.047,70.887,disengaged,disengaged,0.65,face_too_small
2026-06-17T22:32:17.197,3.564,72.348,0.014,0.036,76.45,engaged,engaged,0.672,face_centered
2026-06-17T22:32:17.286,3.346,75.578,0.034,0.047,79.673,disengaged,disengaged,0.65,face_too_small
2026-06-17T22:32:17.370,3.864,67.547,0.016,0.033,72.203,disengaged,disengaged,0.65,face_too_small
2026-06-17T22:32:17.447,4.162,57.725,0.015,0.038,62.938,engaged,engaged,0.686,face_centered
2026-06-17T22:32:17.526,5.61,66.355,0.028,0.064,72.662,engaged,engaged,0.686,face_centered
2026-06-17T22:32:17.615,5.157,73.315,0.02,0.042,79.226,engaged,engaged,0.686,face_centered
2026-06-17T22:32:17.696,3.472,65.849,0.017,0.039,70.046,engaged,engaged,0.673,face_centered
2026-06-17T22:32:17.772,3.271,68.632,0.029,0.054,72.6,disengaged,disengaged,0.65,face_too_small
2026-06-17T22:32:17.854,3.325,62.917,0.029,0.044,66.992,engaged,engaged,0.661,face_centered
2026-06-17T22:32:17.943,3.659,65.814,0.024,0.053,70.159,engaged,engaged,0.682,face_centered
2026-06-17T22:32:18.031,5.281,70.199,0.022,0.053,76.17,engaged,engaged,0.682,face_centered
2026-06-17T22:32:18.117,3.305,72.098,0.022,0.041,76.053,disengaged,disengaged,0.597,face_high_or_low
2026-06-17T22:32:18.207,3.494,71.155,0.015,0.037,75.224,engaged,engaged,0.678,face_centered
2026-06-17T22:32:18.290,3.588,73.098,0.016,0.04,77.492,engaged,engaged,0.669,face_centered
2026-06-17T22:32:18.377,4.995,71.318,0.016,0.035,76.884,engaged,engaged,0.669,face_centered
2026-06-17T22:32:18.457,3.235,65.354,0.014,0.04,69.198,engaged,engaged,0.67,face_centered
2026-06-17T22:32:18.542,4.811,66.22,0.016,0.038,71.884,engaged,engaged,0.67,face_centered
2026-06-17T22:32:18.624,5.362,73.504,0.017,0.04,79.559,engaged,engaged,0.671,face_centered
2026-06-17T22:32:18.708,3.322,64.331,0.018,0.036,68.313,disengaged,disengaged,0.65,face_too_small
2026-06-17T22:32:18.802,3.762,74.835,0.015,0.036,79.278,engaged,engaged,0.675,face_centered
2026-06-17T22:32:18.895,3.443,80.903,0.019,0.038,85.024,disengaged,disengaged,0.65,face_too_small
2026-06-17T22:32:18.982,3.294,72.862,0.021,0.05,76.88,engaged,engaged,0.667,face_centered
2026-06-17T22:32:19.076,3.377,78.9,0.022,0.043,82.928,disengaged,disengaged,0.65,face_too_small
2026-06-17T22:32:19.173,3.298,77.566,0.027,0.058,81.546,engaged,engaged,0.678,face_centered
2026-06-17T22:32:19.260,3.932,69.002,0.025,0.048,73.531,disengaged,disengaged,0.595,face_high_or_low
2026-06-17T22:32:19.342,4.706,71.203,0.021,0.055,76.667,engaged,engaged,0.879,face_centered
2026-06-17T22:32:19.448,15.717,73.425,0.016,0.037,89.931,engaged,engaged,0.663,face_centered
2026-06-17T22:32:19.528,5.436,69.077,0.017,0.043,75.382,engaged,engaged,0.663,face_centered
2026-06-17T22:32:19.624,3.377,75.349,0.026,0.053,79.403,disengaged,disengaged,0.65,face_too_small
2026-06-17T22:32:19.710,3.846,77.42,0.019,0.037,82.036,disengaged,disengaged,0.65,face_too_small
2026-06-17T22:32:19.796,3.455,69.942,0.016,0.038,74.135,engaged,engaged,0.664,face_centered
2026-06-17T22:32:19.885,3.659,77.671,0.018,0.034,82.436,disengaged,disengaged,0.65,face_too_small
2026-06-17T22:32:19.978,3.752,71.505,0.018,0.039,76.017,disengaged,disengaged,0.65,face_too_small
2026-06-17T22:32:20.065,3.305,71.666,0.024,0.039,75.603,engaged,engaged,0.874,face_centered
2026-06-17T22:32:20.152,3.986,77.857,0.016,0.039,82.768,engaged,engaged,0.873,face_centered
2026-06-17T22:32:20.235,3.661,69.186,0.013,0.034,73.408,engaged,engaged,0.881,face_centered
2026-06-17T22:32:20.326,3.314,69.414,0.015,0.039,73.386,engaged,engaged,0.879,face_centered
2026-06-17T22:32:20.409,5.124,77.094,0.015,0.038,82.933,engaged,engaged,0.879,face_centered
2026-06-17T22:32:20.500,3.383,75.154,0.017,0.04,79.441,engaged,engaged,0.663,face_centered
2026-06-17T22:32:20.605,3.381,86.791,0.02,0.04,90.929,disengaged,disengaged,0.65,face_too_small
2026-06-17T22:32:20.714,3.493,81.782,0.038,0.079,85.995,disengaged,disengaged,0.65,face_too_small
2026-06-17T22:32:20.796,3.69,69.266,0.025,0.034,73.703,engaged,engaged,0.667,face_centered
2026-06-17T22:32:20.899,3.472,86.546,0.037,0.064,90.862,engaged,engaged,0.882,face_centered
2026-06-17T22:32:20.988,3.258,77.309,0.015,0.037,81.271,engaged,engaged,0.879,face_centered
2026-06-17T22:32:21.074,3.772,73.445,0.016,0.038,78.131,engaged,engaged,0.664,face_centered
2026-06-17T22:32:21.168,3.384,82.051,0.02,0.048,86.165,engaged,engaged,0.886,face_centered
2026-06-17T22:32:21.249,3.446,72.317,0.031,0.058,76.551,disengaged,disengaged,0.65,face_too_small
2026-06-17T22:32:21.345,3.445,72.444,0.016,0.036,76.587,engaged,engaged,0.88,face_centered
2026-06-17T22:32:21.448,3.802,77.935,0.027,0.057,82.828,engaged,engaged,0.886,face_centered
2026-06-17T22:32:21.533,3.409,74.205,0.024,0.04,78.264,engaged,engaged,0.665,face_centered
2026-06-17T22:32:21.639,3.465,78.631,0.035,0.067,82.868,disengaged,disengaged,0.767,face_high_or_low+face_too_small
2026-06-17T22:32:21.735,3.999,75.881,0.015,0.037,80.952,engaged,engaged,0.885,face_centered
2026-06-17T22:32:21.830,6.393,78.765,0.015,0.036,86.498,engaged,engaged,0.885,face_centered
2026-06-17T22:32:21.927,3.581,82.21,0.019,0.039,86.631,disengaged,disengaged,0.65,face_too_small
2026-06-17T22:32:22.028,4.455,80.665,0.022,0.045,85.715,disengaged,disengaged,0.65,face_too_small
2026-06-17T22:32:22.128,5.331,81.441,0.02,0.047,87.503,engaged,engaged,0.664,face_centered
2026-06-17T22:32:22.233,5.221,102.398,0.02,0.045,108.122,engaged,engaged,0.873,face_centered
2026-06-17T22:32:22.344,3.345,88.338,0.022,0.058,92.3,engaged,engaged,0.663,face_centered
2026-06-17T22:32:22.449,3.424,90.823,0.012,0.031,94.75,engaged,engaged,0.821,face_centered
2026-06-17T22:32:22.559,5.337,88.133,0.019,0.046,94.605,engaged,engaged,0.889,face_centered
2026-06-17T22:32:22.664,3.497,89.247,0.02,0.04,93.363,disengaged,disengaged,0.65,face_too_small
2026-06-17T22:32:22.777,3.904,95.968,0.018,0.048,100.781,engaged,engaged,0.899,face_centered
2026-06-17T22:32:22.877,3.395,92.299,0.016,0.037,96.363,engaged,engaged,0.664,face_centered
2026-06-17T22:32:22.987,4.953,87.805,0.021,0.049,93.337,engaged,engaged,0.664,face_centered
2026-06-17T22:32:23.091,4.882,86.809,0.022,0.054,92.601,engaged,engaged,0.664,face_centered
2026-06-17T22:32:23.201,3.573,95.261,0.029,0.049,99.463,disengaged,disengaged,0.65,face_too_small
2026-06-17T22:32:23.309,5.829,89.272,0.016,0.035,95.761,disengaged,disengaged,0.657,face_high_or_low
2026-06-17T22:32:23.402,3.221,81.459,0.022,0.04,85.388,disengaged,disengaged,0.65,face_too_small
2026-06-17T22:32:23.498,3.487,79.431,0.018,0.043,83.964,engaged,engaged,0.661,face_centered
2026-06-17T22:32:23.596,3.46,81.686,0.027,0.055,85.816,disengaged,disengaged,0.65,face_too_small
2026-06-17T22:32:23.694,3.447,88.838,0.019,0.04,92.892,disengaged,disengaged,0.65,face_too_small
2026-06-17T22:32:23.776,3.538,73.309,0.021,0.041,77.401,disengaged,disengaged,0.65,face_too_small
2026-06-17T22:32:23.872,3.372,71.812,0.021,0.04,75.831,disengaged,disengaged,0.65,face_too_small
2026-06-17T22:32:23.953,3.749,71.656,0.018,0.038,76.213,disengaged,disengaged,0.65,face_too_small
2026-06-17T22:32:24.046,4.743,69.588,0.026,0.06,75.023,engaged,engaged,0.664,face_centered
2026-06-17T22:32:24.125,3.479,70.07,0.02,0.046,74.314,engaged,engaged,0.667,face_centered
2026-06-17T22:32:24.211,3.334,65.116,0.016,0.044,69.053,engaged,engaged,0.665,face_centered
2026-06-17T22:32:24.304,9.798,69.616,0.016,0.039,80.425,engaged,engaged,0.664,face_centered
2026-06-17T22:32:24.392,5.587,70.621,0.015,0.037,76.704,engaged,engaged,0.664,face_centered
2026-06-17T22:32:24.472,4.512,76.499,0.02,0.044,81.696,engaged,engaged,0.664,face_centered
2026-06-17T22:32:24.569,4.955,72.701,0.016,0.043,78.163,engaged,engaged,0.663,face_centered
2026-06-17T22:32:24.668,5.863,79.649,0.016,0.037,86.245,engaged,engaged,0.666,face_centered
2026-06-17T22:32:24.754,3.442,72.34,0.02,0.041,76.463,disengaged,disengaged,0.65,face_too_small
2026-06-17T22:32:24.854,3.832,83.44,0.039,0.086,87.976,disengaged,disengaged,0.65,face_too_small
2026-06-17T22:32:24.951,5.276,76.656,0.03,0.058,82.671,disengaged,disengaged,0.65,face_too_small
2026-06-17T22:32:25.048,4.543,77.597,0.04,0.077,83.429,disengaged,disengaged,0.65,face_too_small
2026-06-17T22:32:25.138,4.127,75.793,0.028,0.053,80.544,disengaged,disengaged,0.65,face_too_small
2026-06-17T22:32:25.218,5.346,65.684,0.019,0.039,71.635,disengaged,disengaged,0.65,face_too_small
2026-06-17T22:32:25.298,3.599,58.251,0.018,0.036,62.498,disengaged,disengaged,0.65,face_too_small
2026-06-17T22:32:25.387,5.392,70.826,0.024,0.048,77.038,disengaged,disengaged,0.65,face_too_small
2026-06-17T22:32:25.475,3.081,72.544,0.017,0.036,76.762,disengaged,disengaged,0.65,face_too_small
2026-06-17T22:32:25.559,3.677,69.914,0.042,0.088,74.636,disengaged,disengaged,0.65,face_too_small
2026-06-17T22:32:25.654,3.663,82.017,0.024,0.05,86.346,disengaged,disengaged,0.65,face_too_small
2026-06-17T22:32:25.746,3.586,77.012,0.015,0.032,81.593,disengaged,disengaged,0.65,face_too_small
2026-06-17T22:32:25.834,3.474,69.406,0.051,0.097,73.526,disengaged,disengaged,0.65,face_too_small
